date_time,heart_zone_id,total_minutes
2022-11-01T16:33,FAT_BURN,1
2022-11-01T16:34,FAT_BURN,1
2022-11-01T16:35,FAT_BURN,1
2022-11-01T16:37,FAT_BURN,1
2022-11-01T16:38,FAT_BURN,1
2022-11-02T10:45,FAT_BURN,1
2022-11-02T10:49,FAT_BURN,1
2022-11-02T10:50,FAT_BURN,1
2022-11-02T10:51,CARDIO,2
2022-11-02T10:52,FAT_BURN,1
2022-11-02T10:53,CARDIO,2
2022-11-02T10:54,FAT_BURN,1
2022-11-02T10:55,CARDIO,2
2022-11-02T10:56,FAT_BURN,1
2022-11-02T10:57,FAT_BURN,1
2022-11-02T10:58,CARDIO,2
2022-11-02T10:59,FAT_BURN,1
2022-11-02T11:00,FAT_BURN,1
2022-11-02T11:01,CARDIO,2
2022-11-02T11:02,FAT_BURN,1
2022-11-02T11:03,FAT_BURN,1
2022-11-02T11:04,FAT_BURN,1
2022-11-02T11:05,FAT_BURN,1
2022-11-02T11:06,FAT_BURN,1
2022-11-02T11:07,FAT_BURN,1
2022-11-02T11:08,FAT_BURN,1
2022-11-02T11:09,FAT_BURN,1
2022-11-02T11:10,CARDIO,2
2022-11-02T11:12,FAT_BURN,1
2022-11-02T11:13,FAT_BURN,1
2022-11-02T11:14,FAT_BURN,1
2022-11-02T11:15,FAT_BURN,1
2022-11-02T11:16,FAT_BURN,1
2022-11-02T11:17,CARDIO,2
2022-11-02T11:18,FAT_BURN,1
2022-11-02T11:19,FAT_BURN,1
2022-11-02T11:20,CARDIO,2
2022-11-02T11:21,CARDIO,2
2022-11-02T11:23,CARDIO,2
2022-11-02T11:24,FAT_BURN,1
2022-11-02T11:25,FAT_BURN,1
2022-11-02T11:26,FAT_BURN,1
2022-11-02T11:27,FAT_BURN,1
2022-11-02T12:11,FAT_BURN,1
2022-11-02T12:12,FAT_BURN,1
2022-11-02T12:13,FAT_BURN,1
2022-11-02T12:15,FAT_BURN,1
2022-11-02T12:16,FAT_BURN,1
2022-11-02T12:17,FAT_BURN,1
2022-11-02T12:18,FAT_BURN,1
2022-11-02T12:19,FAT_BURN,1
2022-11-02T12:20,FAT_BURN,1
2022-11-02T12:21,FAT_BURN,1
2022-11-02T12:22,FAT_BURN,1
2022-11-02T12:23,FAT_BURN,1
2022-11-02T12:24,FAT_BURN,1
2022-11-02T12:25,FAT_BURN,1
2022-11-02T12:26,FAT_BURN,1
2022-11-02T12:27,FAT_BURN,1
2022-11-02T12:28,FAT_BURN,1
2022-11-02T12:29,FAT_BURN,1
2022-11-02T12:30,FAT_BURN,1
2022-11-02T12:32,FAT_BURN,1
2022-11-02T12:33,FAT_BURN,1
2022-11-02T12:35,FAT_BURN,1
2022-11-02T12:36,FAT_BURN,1
2022-11-02T12:37,FAT_BURN,1
2022-11-02T12:38,FAT_BURN,1
2022-11-02T12:39,FAT_BURN,1
2022-11-02T12:40,FAT_BURN,1
2022-11-02T12:41,FAT_BURN,1
2022-11-02T12:48,FAT_BURN,1
2022-11-02T12:49,FAT_BURN,1
2022-11-02T12:50,FAT_BURN,1
2022-11-02T12:51,FAT_BURN,1
2022-11-02T13:15,FAT_BURN,1
2022-11-02T13:25,FAT_BURN,1
2022-11-02T16:52,FAT_BURN,1
2022-11-03T16:31,FAT_BURN,1
2022-11-03T16:54,FAT_BURN,1
2022-11-03T16:55,FAT_BURN,1
2022-11-03T17:57,FAT_BURN,1
2022-11-03T18:00,FAT_BURN,1
2022-11-04T11:41,FAT_BURN,1
2022-11-04T11:42,FAT_BURN,1
2022-11-04T11:46,FAT_BURN,1
2022-11-04T11:47,FAT_BURN,1
2022-11-04T11:48,FAT_BURN,1
2022-11-04T11:49,FAT_BURN,1
2022-11-04T11:50,FAT_BURN,1
2022-11-04T12:33,FAT_BURN,1
2022-11-04T12:36,FAT_BURN,1
2022-11-04T12:38,FAT_BURN,1
2022-11-04T12:39,FAT_BURN,1
2022-11-04T12:40,FAT_BURN,1
2022-11-04T12:41,FAT_BURN,1
2022-11-04T12:44,FAT_BURN,1
2022-11-04T12:45,FAT_BURN,1
2022-11-04T12:46,FAT_BURN,1
2022-11-04T12:48,FAT_BURN,1
2022-11-04T12:49,FAT_BURN,1
2022-11-04T12:50,FAT_BURN,1
2022-11-04T12:51,FAT_BURN,1
2022-11-04T12:53,FAT_BURN,1
2022-11-04T12:54,FAT_BURN,1
2022-11-04T12:55,FAT_BURN,1
2022-11-04T16:04,FAT_BURN,1
2022-11-04T16:05,FAT_BURN,1
2022-11-04T17:07,FAT_BURN,1
2022-11-04T17:08,CARDIO,2
2022-11-05T14:35,FAT_BURN,1
2022-11-05T14:36,FAT_BURN,1
2022-11-05T14:37,FAT_BURN,1
2022-11-05T14:38,FAT_BURN,1
2022-11-06T10:33,FAT_BURN,1
2022-11-06T10:37,FAT_BURN,1
2022-11-06T10:39,CARDIO,2
2022-11-06T10:40,FAT_BURN,1
2022-11-06T10:41,FAT_BURN,1
2022-11-06T10:42,FAT_BURN,1
2022-11-06T10:43,FAT_BURN,1
2022-11-06T10:44,FAT_BURN,1
2022-11-06T10:45,FAT_BURN,1
2022-11-06T10:46,FAT_BURN,1
2022-11-06T10:47,FAT_BURN,1
2022-11-06T10:48,FAT_BURN,1
2022-11-06T10:49,FAT_BURN,1
2022-11-06T10:50,CARDIO,2
2022-11-06T10:51,FAT_BURN,1
2022-11-06T10:52,FAT_BURN,1
2022-11-06T10:53,CARDIO,2
2022-11-06T10:54,FAT_BURN,1
2022-11-06T10:55,FAT_BURN,1
2022-11-06T10:56,CARDIO,2
2022-11-06T11:01,FAT_BURN,1
2022-11-06T11:45,FAT_BURN,1
2022-11-06T11:47,FAT_BURN,1
2022-11-06T11:48,FAT_BURN,1
2022-11-06T11:49,FAT_BURN,1
2022-11-06T11:50,FAT_BURN,1
2022-11-06T11:51,FAT_BURN,1
2022-11-06T11:52,FAT_BURN,1
2022-11-06T11:53,FAT_BURN,1
2022-11-06T11:56,FAT_BURN,1
2022-11-06T11:57,FAT_BURN,1
2022-11-06T11:58,FAT_BURN,1
2022-11-06T11:59,FAT_BURN,1
2022-11-06T12:00,FAT_BURN,1
2022-11-06T12:01,FAT_BURN,1
2022-11-06T12:02,FAT_BURN,1
2022-11-06T12:03,FAT_BURN,1
2022-11-06T12:09,FAT_BURN,1
2022-11-06T12:16,FAT_BURN,1
2022-11-07T10:00,FAT_BURN,1
2022-11-07T10:01,FAT_BURN,1
2022-11-07T14:26,FAT_BURN,1
2022-11-07T14:29,FAT_BURN,1
2022-11-07T14:30,FAT_BURN,1
2022-11-07T14:31,FAT_BURN,1
2022-11-07T14:32,FAT_BURN,1
2022-11-07T14:33,FAT_BURN,1
2022-11-07T18:17,FAT_BURN,1
2022-11-07T18:18,FAT_BURN,1
2022-11-07T18:19,FAT_BURN,1
2022-11-08T10:56,FAT_BURN,1
2022-11-08T10:57,FAT_BURN,1
2022-11-08T10:58,FAT_BURN,1
2022-11-08T11:00,FAT_BURN,1
2022-11-08T11:01,CARDIO,2
2022-11-08T11:02,FAT_BURN,1
2022-11-08T11:03,FAT_BURN,1
2022-11-08T11:04,CARDIO,2
2022-11-08T11:06,FAT_BURN,1
2022-11-08T11:07,CARDIO,2
2022-11-08T11:08,CARDIO,2
2022-11-08T11:09,FAT_BURN,1
2022-11-08T11:10,FAT_BURN,1
2022-11-08T11:11,FAT_BURN,1
2022-11-08T11:12,FAT_BURN,1
2022-11-08T11:13,FAT_BURN,1
2022-11-08T11:14,FAT_BURN,1
2022-11-08T11:15,FAT_BURN,1
2022-11-08T11:16,FAT_BURN,1
2022-11-08T11:17,FAT_BURN,1
2022-11-08T11:18,FAT_BURN,1
2022-11-08T11:19,FAT_BURN,1
2022-11-08T11:20,FAT_BURN,1
2022-11-08T11:21,FAT_BURN,1
2022-11-08T11:22,FAT_BURN,1
2022-11-08T11:23,FAT_BURN,1
2022-11-08T11:24,FAT_BURN,1
2022-11-08T11:25,FAT_BURN,1
2022-11-08T12:03,FAT_BURN,1
2022-11-08T12:04,FAT_BURN,1
2022-11-08T12:05,FAT_BURN,1
2022-11-08T12:06,FAT_BURN,1
2022-11-08T12:07,FAT_BURN,1
2022-11-08T12:08,FAT_BURN,1
2022-11-08T12:12,FAT_BURN,1
2022-11-08T12:13,FAT_BURN,1
2022-11-08T12:22,FAT_BURN,1
2022-11-08T12:23,FAT_BURN,1
2022-11-08T15:26,FAT_BURN,1
2022-11-08T16:01,FAT_BURN,1
2022-11-09T21:28,FAT_BURN,1
2022-11-09T21:29,FAT_BURN,1
2022-11-09T21:30,FAT_BURN,1
2022-11-09T21:31,FAT_BURN,1
2022-11-10T22:00,FAT_BURN,1
2022-11-11T07:56,FAT_BURN,1
2022-11-11T07:59,FAT_BURN,1
2022-11-13T22:37,FAT_BURN,1
2022-11-13T22:38,FAT_BURN,1
2022-11-13T22:39,FAT_BURN,1
2022-11-14T10:51,FAT_BURN,1
2022-11-14T10:52,FAT_BURN,1
2022-11-14T11:17,FAT_BURN,1
2022-11-14T19:28,FAT_BURN,1
2022-11-14T19:29,FAT_BURN,1
2022-11-14T19:30,FAT_BURN,1
2022-11-14T19:31,FAT_BURN,1
2022-11-15T07:28,FAT_BURN,1
2022-11-15T07:30,FAT_BURN,1
2022-11-15T07:32,FAT_BURN,1
2022-11-15T07:34,CARDIO,2
2022-11-15T07:35,FAT_BURN,1
2022-11-15T07:38,FAT_BURN,1
2022-11-15T07:39,FAT_BURN,1
2022-11-15T07:40,CARDIO,2
2022-11-15T07:41,FAT_BURN,1
2022-11-15T07:42,CARDIO,2
2022-11-15T07:43,FAT_BURN,1
2022-11-15T13:08,FAT_BURN,1
2022-11-15T13:09,FAT_BURN,1
2022-11-15T13:10,FAT_BURN,1
2022-11-15T13:11,FAT_BURN,1
2022-11-15T13:13,FAT_BURN,1
2022-11-15T13:24,FAT_BURN,1
2022-11-15T13:25,FAT_BURN,1
2022-11-15T14:12,FAT_BURN,1
2022-11-15T14:13,FAT_BURN,1
2022-11-15T14:14,FAT_BURN,1
2022-11-15T14:15,FAT_BURN,1
2022-11-15T14:16,FAT_BURN,1
2022-11-15T14:17,FAT_BURN,1
2022-11-15T14:18,FAT_BURN,1
2022-11-15T14:19,FAT_BURN,1
2022-11-15T14:20,FAT_BURN,1
2022-11-15T14:21,FAT_BURN,1
2022-11-15T14:22,FAT_BURN,1
2022-11-15T14:23,FAT_BURN,1
2022-11-15T14:25,FAT_BURN,1
2022-11-15T14:26,FAT_BURN,1
2022-11-15T14:27,FAT_BURN,1
2022-11-15T14:28,FAT_BURN,1
2022-11-15T14:29,FAT_BURN,1
2022-11-15T14:30,FAT_BURN,1
2022-11-15T14:31,FAT_BURN,1
2022-11-15T14:32,FAT_BURN,1
2022-11-15T14:33,FAT_BURN,1
2022-11-15T16:48,FAT_BURN,1
2022-11-16T10:09,FAT_BURN,1
