date_time,heart_zone_id,total_minutes
2023-09-01T06:49,FAT_BURN,1
2023-09-01T06:57,FAT_BURN,1
2023-09-01T06:59,FAT_BURN,1
2023-09-01T07:00,FAT_BURN,1
2023-09-01T07:01,FAT_BURN,1
2023-09-01T07:05,FAT_BURN,1
2023-09-01T07:06,FAT_BURN,1
2023-09-01T07:07,CARDIO,2
2023-09-01T07:26,FAT_BURN,1
2023-09-01T07:33,FAT_BURN,1
2023-09-01T07:38,FAT_BURN,1
2023-09-01T07:39,FAT_BURN,1
2023-09-01T07:40,FAT_BURN,1
2023-09-01T07:41,FAT_BURN,1
2023-09-01T09:10,FAT_BURN,1
2023-09-01T09:11,FAT_BURN,1
2023-09-01T09:14,FAT_BURN,1
2023-09-01T09:15,FAT_BURN,1
2023-09-01T09:16,FAT_BURN,1
2023-09-01T09:17,FAT_BURN,1
2023-09-01T09:18,FAT_BURN,1
2023-09-01T09:19,FAT_BURN,1
2023-09-01T09:20,FAT_BURN,1
2023-09-01T09:21,FAT_BURN,1
2023-09-01T09:22,FAT_BURN,1
2023-09-01T09:23,FAT_BURN,1
2023-09-01T09:25,FAT_BURN,1
2023-09-01T09:27,FAT_BURN,1
2023-09-01T09:28,FAT_BURN,1
2023-09-01T09:29,FAT_BURN,1
2023-09-01T09:30,FAT_BURN,1
2023-09-01T09:31,FAT_BURN,1
2023-09-01T21:15,FAT_BURN,1
2023-09-01T22:48,FAT_BURN,1
2023-09-01T22:49,FAT_BURN,1
2023-09-01T22:50,FAT_BURN,1
2023-09-01T22:56,FAT_BURN,1
2023-09-01T22:57,FAT_BURN,1
2023-09-01T23:00,CARDIO,2
2023-09-01T23:04,FAT_BURN,1
2023-09-01T23:05,FAT_BURN,1
2023-09-01T23:06,FAT_BURN,1
2023-09-01T23:07,FAT_BURN,1
2023-09-01T23:09,FAT_BURN,1
2023-09-01T23:43,FAT_BURN,1
2023-09-01T23:44,FAT_BURN,1
2023-09-02T07:16,FAT_BURN,1
2023-09-02T07:17,FAT_BURN,1
2023-09-02T20:14,FAT_BURN,1
2023-09-02T22:20,FAT_BURN,1
2023-09-02T22:21,FAT_BURN,1
2023-09-03T06:53,FAT_BURN,1
2023-09-03T06:54,FAT_BURN,1
2023-09-03T06:58,FAT_BURN,1
2023-09-03T06:59,CARDIO,2
2023-09-03T07:02,FAT_BURN,1
2023-09-03T07:08,FAT_BURN,1
2023-09-03T12:14,FAT_BURN,1
2023-09-03T12:15,FAT_BURN,1
2023-09-03T20:49,FAT_BURN,1
2023-09-03T20:50,FAT_BURN,1
2023-09-03T20:51,FAT_BURN,1
2023-09-03T20:52,FAT_BURN,1
2023-09-03T20:53,FAT_BURN,1
2023-09-04T11:18,FAT_BURN,1
2023-09-04T11:20,FAT_BURN,1
2023-09-04T11:29,FAT_BURN,1
2023-09-04T11:30,FAT_BURN,1
2023-09-04T11:35,FAT_BURN,1
2023-09-04T11:36,FAT_BURN,1
2023-09-04T11:37,FAT_BURN,1
2023-09-04T11:38,CARDIO,2
2023-09-04T11:40,FAT_BURN,1
2023-09-04T11:41,FAT_BURN,1
2023-09-04T11:43,FAT_BURN,1
2023-09-04T11:44,CARDIO,2
2023-09-04T11:45,CARDIO,2
2023-09-04T11:46,CARDIO,2
2023-09-04T11:47,CARDIO,2
2023-09-04T11:48,CARDIO,2
2023-09-04T11:49,CARDIO,2
2023-09-04T11:53,FAT_BURN,1
2023-09-04T11:54,FAT_BURN,1
2023-09-04T11:55,FAT_BURN,1
2023-09-04T11:56,FAT_BURN,1
2023-09-04T12:19,FAT_BURN,1
2023-09-04T12:20,FAT_BURN,1
2023-09-04T12:21,FAT_BURN,1
2023-09-04T12:22,FAT_BURN,1
2023-09-04T12:23,FAT_BURN,1
2023-09-04T12:26,FAT_BURN,1
2023-09-04T12:27,FAT_BURN,1
2023-09-04T12:28,FAT_BURN,1
2023-09-04T12:29,FAT_BURN,1
2023-09-04T12:30,FAT_BURN,1
2023-09-04T12:31,FAT_BURN,1
2023-09-04T12:32,FAT_BURN,1
2023-09-04T12:33,FAT_BURN,1
2023-09-04T12:34,FAT_BURN,1
2023-09-04T12:35,FAT_BURN,1
2023-09-04T12:36,FAT_BURN,1
2023-09-04T12:37,FAT_BURN,1
2023-09-04T12:38,FAT_BURN,1
2023-09-04T12:39,FAT_BURN,1
2023-09-04T12:40,FAT_BURN,1
2023-09-04T12:41,FAT_BURN,1
2023-09-04T12:42,FAT_BURN,1
2023-09-04T12:48,FAT_BURN,1
2023-09-04T12:49,FAT_BURN,1
2023-09-04T12:50,FAT_BURN,1
2023-09-04T12:52,FAT_BURN,1
2023-09-04T13:08,FAT_BURN,1
2023-09-04T15:27,FAT_BURN,1
2023-09-04T16:31,FAT_BURN,1
2023-09-04T17:17,FAT_BURN,1
2023-09-04T19:16,FAT_BURN,1
2023-09-04T22:57,FAT_BURN,1
