date_time,heart_zone_id,total_minutes
2022-04-05T14:49,FAT_BURN,1
2022-04-06T10:05,FAT_BURN,1
2022-04-06T10:14,FAT_BURN,1
2022-04-06T10:20,CARDIO,2
2022-04-06T10:21,FAT_BURN,1
2022-04-06T10:22,FAT_BURN,1
2022-04-06T10:23,FAT_BURN,1
2022-04-06T10:24,FAT_BURN,1
2022-04-06T10:30,FAT_BURN,1
2022-04-06T10:31,FAT_BURN,1
2022-04-06T10:34,FAT_BURN,1
2022-04-06T10:35,FAT_BURN,1
2022-04-06T10:36,FAT_BURN,1
2022-04-06T10:39,FAT_BURN,1
2022-04-06T10:40,FAT_BURN,1
2022-04-06T10:41,FAT_BURN,1
2022-04-09T15:04,FAT_BURN,1
2022-04-09T15:05,FAT_BURN,1
2022-04-10T15:14,FAT_BURN,1
2022-04-10T15:50,FAT_BURN,1
2022-04-10T15:54,FAT_BURN,1
2022-04-10T16:13,FAT_BURN,1
2022-04-11T07:32,FAT_BURN,1
2022-04-11T11:54,FAT_BURN,1
2022-04-11T11:55,FAT_BURN,1
2022-04-11T11:56,FAT_BURN,1
2022-04-11T11:58,FAT_BURN,1
2022-04-11T11:59,FAT_BURN,1
2022-04-11T12:00,FAT_BURN,1
2022-04-11T12:01,FAT_BURN,1
2022-04-11T12:03,FAT_BURN,1
2022-04-11T12:04,FAT_BURN,1
2022-04-11T12:05,FAT_BURN,1
2022-04-11T12:07,FAT_BURN,1
2022-04-11T12:09,FAT_BURN,1
2022-04-11T12:10,FAT_BURN,1
2022-04-11T12:11,FAT_BURN,1
2022-04-11T12:12,FAT_BURN,1
2022-04-11T12:14,FAT_BURN,1
2022-04-11T12:15,FAT_BURN,1
2022-04-11T12:16,FAT_BURN,1
2022-04-11T12:17,FAT_BURN,1
2022-04-11T12:18,FAT_BURN,1
2022-04-11T12:22,FAT_BURN,1
2022-04-11T12:47,FAT_BURN,1
2022-04-11T20:12,FAT_BURN,1
2022-04-11T20:13,FAT_BURN,1
2022-04-11T20:14,FAT_BURN,1
2022-04-12T07:47,FAT_BURN,1
2022-04-12T07:51,FAT_BURN,1
2022-04-12T07:56,FAT_BURN,1
2022-04-12T07:59,CARDIO,2
2022-04-18T12:07,FAT_BURN,1
2022-04-18T12:08,FAT_BURN,1
2022-04-18T12:10,FAT_BURN,1
2022-04-18T12:19,FAT_BURN,1
2022-04-18T12:20,FAT_BURN,1
2022-04-18T12:21,FAT_BURN,1
2022-04-18T12:22,FAT_BURN,1
2022-04-18T12:25,FAT_BURN,1
2022-04-18T12:26,FAT_BURN,1
2022-04-18T12:27,FAT_BURN,1
2022-04-18T12:35,FAT_BURN,1
2022-04-18T12:36,FAT_BURN,1
2022-04-19T13:42,FAT_BURN,1
2022-04-19T22:15,FAT_BURN,1
2022-04-19T22:51,FAT_BURN,1
2022-04-19T22:52,FAT_BURN,1
2022-04-20T22:29,FAT_BURN,1
2022-04-20T22:30,FAT_BURN,1
2022-04-21T09:06,FAT_BURN,1
2022-04-21T09:08,FAT_BURN,1
2022-04-21T09:09,FAT_BURN,1
2022-04-21T09:10,CARDIO,2
2022-04-21T09:11,FAT_BURN,1
2022-04-21T09:13,FAT_BURN,1
2022-04-21T09:15,CARDIO,2
2022-04-21T09:16,FAT_BURN,1
2022-04-21T09:17,FAT_BURN,1
2022-04-21T09:40,FAT_BURN,1
2022-04-21T09:42,FAT_BURN,1
2022-04-21T09:43,FAT_BURN,1
2022-04-21T09:44,FAT_BURN,1
2022-04-21T09:45,FAT_BURN,1
2022-04-21T09:49,FAT_BURN,1
2022-04-21T09:52,FAT_BURN,1
2022-04-21T09:53,FAT_BURN,1
2022-04-21T09:55,FAT_BURN,1
2022-04-21T10:02,FAT_BURN,1
2022-04-26T11:17,FAT_BURN,1
2022-04-26T11:18,FAT_BURN,1
2022-04-26T11:19,FAT_BURN,1
2022-04-26T11:20,FAT_BURN,1
2022-04-26T11:26,FAT_BURN,1
2022-04-26T11:27,FAT_BURN,1
2022-04-26T11:50,FAT_BURN,1
2022-04-26T11:52,FAT_BURN,1
2022-04-26T11:53,FAT_BURN,1
2022-04-26T11:54,FAT_BURN,1
2022-04-26T11:55,FAT_BURN,1
2022-04-26T11:56,FAT_BURN,1
2022-04-26T11:57,FAT_BURN,1
2022-04-26T11:58,FAT_BURN,1
2022-04-26T11:59,FAT_BURN,1
2022-04-26T12:00,FAT_BURN,1
2022-04-26T12:01,FAT_BURN,1
2022-04-26T12:02,FAT_BURN,1
2022-04-26T12:03,FAT_BURN,1
2022-04-26T12:04,FAT_BURN,1
2022-04-26T12:05,FAT_BURN,1
2022-04-26T12:06,FAT_BURN,1
2022-04-28T22:38,FAT_BURN,1
2022-04-30T17:49,FAT_BURN,1
