date_time,heart_zone_id,total_minutes
2022-09-01T10:40,FAT_BURN,1
2022-09-01T10:41,FAT_BURN,1
2022-09-01T10:42,FAT_BURN,1
2022-09-01T10:43,CARDIO,2
2022-09-01T10:45,FAT_BURN,1
2022-09-01T10:46,FAT_BURN,1
2022-09-01T10:47,FAT_BURN,1
2022-09-01T10:48,FAT_BURN,1
2022-09-01T10:49,CARDIO,2
2022-09-01T10:50,FAT_BURN,1
2022-09-01T10:51,CARDIO,2
2022-09-01T10:52,FAT_BURN,1
2022-09-01T10:53,CARDIO,2
2022-09-01T10:54,FAT_BURN,1
2022-09-01T10:57,FAT_BURN,1
2022-09-01T10:58,FAT_BURN,1
2022-09-01T10:59,FAT_BURN,1
2022-09-01T11:00,FAT_BURN,1
2022-09-01T11:01,FAT_BURN,1
2022-09-01T11:02,FAT_BURN,1
2022-09-01T11:03,FAT_BURN,1
2022-09-01T11:04,FAT_BURN,1
2022-09-01T11:05,FAT_BURN,1
2022-09-01T11:09,CARDIO,2
2022-09-01T11:10,PEAK,2
2022-09-01T11:34,FAT_BURN,1
2022-09-01T11:35,FAT_BURN,1
2022-09-01T11:41,FAT_BURN,1
2022-09-01T11:42,FAT_BURN,1
2022-09-01T11:44,FAT_BURN,1
2022-09-01T11:45,FAT_BURN,1
2022-09-01T12:02,FAT_BURN,1
2022-09-01T12:03,FAT_BURN,1
2022-09-01T12:04,FAT_BURN,1
2022-09-01T13:09,FAT_BURN,1
2022-09-01T13:41,FAT_BURN,1
2022-09-02T22:21,FAT_BURN,1
2022-09-02T22:22,FAT_BURN,1
2022-09-02T22:23,FAT_BURN,1
2022-09-02T22:24,FAT_BURN,1
2022-09-02T22:25,FAT_BURN,1
2022-09-02T22:26,FAT_BURN,1
2022-09-04T10:51,FAT_BURN,1
2022-09-04T10:52,FAT_BURN,1
2022-09-04T10:53,FAT_BURN,1
2022-09-04T10:54,FAT_BURN,1
2022-09-04T10:55,FAT_BURN,1
2022-09-04T10:56,FAT_BURN,1
2022-09-04T10:57,FAT_BURN,1
2022-09-04T10:58,FAT_BURN,1
