timestamp,bucket_values
2023-06-01T05:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.009, 0.014, 0.025, 0.064, 0.09, 0.114, 0.118, 0.108, 0.117, 0.115, 0.094, 0.061, 0.034, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0]"
2023-06-02T04:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.008, 0.01, 0.012, 0.019, 0.033, 0.045, 0.06, 0.099, 0.144, 0.184, 0.165, 0.119, 0.056, 0.024, 0.011, 0.003, 0.0, 0.001, 0.0, 0.0]"
2023-06-03T04:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.006, 0.015, 0.03, 0.116, 0.196, 0.155, 0.099, 0.074, 0.077, 0.074, 0.062, 0.048, 0.028, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-04T05:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.007, 0.013, 0.015, 0.056, 0.127, 0.14, 0.105, 0.079, 0.06, 0.051, 0.066, 0.079, 0.081, 0.059, 0.036, 0.017, 0.004, 0.001, 0.0, 0.0, 0.0]"
2023-06-05T04:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.007, 0.011, 0.016, 0.02, 0.03, 0.034, 0.072, 0.187, 0.249, 0.175, 0.096, 0.055, 0.025, 0.009, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-06-06T04:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.003, 0.006, 0.015, 0.05, 0.11, 0.115, 0.078, 0.061, 0.079, 0.114, 0.134, 0.111, 0.066, 0.029, 0.014, 0.005, 0.003, 0.0, 0.0, 0.0, 0.0]"
2023-06-07T05:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.008, 0.017, 0.038, 0.099, 0.106, 0.076, 0.06, 0.066, 0.101, 0.121, 0.111, 0.084, 0.055, 0.032, 0.012, 0.005, 0.001, 0.0, 0.0, 0.0]"
2023-06-08T05:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.012, 0.017, 0.034, 0.106, 0.18, 0.136, 0.081, 0.087, 0.093, 0.084, 0.076, 0.054, 0.022, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-09T04:57:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.012, 0.051, 0.207, 0.249, 0.165, 0.088, 0.061, 0.065, 0.05, 0.024, 0.01, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-06-10T05:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.014, 0.026, 0.076, 0.15, 0.126, 0.086, 0.066, 0.039, 0.036, 0.062, 0.092, 0.081, 0.059, 0.042, 0.019, 0.01, 0.004, 0.001, 0.0, 0.0]"
2023-06-11T04:55:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.004, 0.011, 0.014, 0.028, 0.073, 0.092, 0.076, 0.073, 0.111, 0.144, 0.131, 0.101, 0.072, 0.038, 0.018, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0]"
2023-06-12T04:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.004, 0.008, 0.01, 0.025, 0.056, 0.068, 0.068, 0.076, 0.099, 0.131, 0.142, 0.117, 0.088, 0.053, 0.031, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0]"
2023-06-13T04:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.005, 0.014, 0.019, 0.048, 0.101, 0.124, 0.076, 0.043, 0.031, 0.04, 0.079, 0.123, 0.129, 0.081, 0.048, 0.02, 0.009, 0.003, 0.001, 0.0, 0.0]"
2023-06-14T05:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.012, 0.023, 0.079, 0.15, 0.139, 0.082, 0.047, 0.052, 0.079, 0.111, 0.1, 0.066, 0.029, 0.017, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-06-15T04:15:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.003, 0.003, 0.007, 0.012, 0.034, 0.096, 0.145, 0.149, 0.107, 0.087, 0.091, 0.102, 0.083, 0.047, 0.02, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-06-16T04:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.005, 0.01, 0.018, 0.023, 0.036, 0.05, 0.059, 0.068, 0.124, 0.188, 0.166, 0.107, 0.069, 0.039, 0.023, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-06-17T04:47:00,"[0.001, 0.0, 0.001, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.006, 0.011, 0.028, 0.046, 0.052, 0.047, 0.076, 0.158, 0.197, 0.139, 0.087, 0.075, 0.044, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-06-18T04:54:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.007, 0.016, 0.041, 0.092, 0.113, 0.066, 0.046, 0.058, 0.112, 0.139, 0.119, 0.096, 0.051, 0.024, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0]"
2023-06-19T04:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.007, 0.01, 0.015, 0.027, 0.039, 0.033, 0.03, 0.031, 0.091, 0.159, 0.191, 0.169, 0.099, 0.056, 0.024, 0.009, 0.002, 0.001, 0.0, 0.0]"
2023-06-20T04:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.005, 0.008, 0.029, 0.048, 0.06, 0.07, 0.118, 0.178, 0.168, 0.126, 0.088, 0.055, 0.024, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0]"
2023-06-21T05:05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.003, 0.003, 0.009, 0.016, 0.025, 0.041, 0.053, 0.035, 0.042, 0.109, 0.184, 0.147, 0.117, 0.096, 0.065, 0.034, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0]"
2023-06-23T04:50:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.011, 0.024, 0.072, 0.087, 0.056, 0.046, 0.085, 0.146, 0.128, 0.102, 0.096, 0.071, 0.04, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0]"
2023-06-24T04:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.004, 0.007, 0.008, 0.013, 0.021, 0.017, 0.016, 0.019, 0.045, 0.122, 0.191, 0.178, 0.137, 0.1, 0.067, 0.03, 0.014, 0.004, 0.001, 0.0]"
2023-06-25T04:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.004, 0.006, 0.011, 0.016, 0.026, 0.02, 0.015, 0.017, 0.034, 0.066, 0.107, 0.204, 0.199, 0.13, 0.079, 0.037, 0.015, 0.007, 0.002, 0.0]"
2023-06-26T04:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.005, 0.01, 0.025, 0.037, 0.035, 0.035, 0.039, 0.085, 0.168, 0.21, 0.162, 0.098, 0.053, 0.021, 0.007, 0.001, 0.0, 0.0, 0.0]"
2023-06-27T03:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.008, 0.026, 0.076, 0.101, 0.077, 0.052, 0.039, 0.045, 0.066, 0.093, 0.121, 0.124, 0.097, 0.048, 0.014, 0.004, 0.001, 0.0, 0.0]"
2023-06-28T04:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.008, 0.016, 0.022, 0.031, 0.033, 0.028, 0.027, 0.077, 0.191, 0.236, 0.149, 0.081, 0.043, 0.031, 0.015, 0.003, 0.001, 0.0, 0.0, 0.0]"
2023-06-29T04:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.004, 0.005, 0.006, 0.01, 0.016, 0.021, 0.019, 0.029, 0.102, 0.207, 0.22, 0.159, 0.093, 0.057, 0.03, 0.012, 0.004, 0.001, 0.001, 0.0, 0.0]"
2023-06-30T04:51:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.002, 0.003, 0.005, 0.01, 0.018, 0.034, 0.038, 0.028, 0.025, 0.038, 0.104, 0.196, 0.197, 0.148, 0.089, 0.042, 0.015, 0.007, 0.002, 0.001, 0.0, 0.0]"
