timestamp,rmssd,coverage,low_frequency,high_frequency
2024-02-06T00:05:00,61.338,0.797,1349.776,566.299
2024-02-06T00:10:00,74.724,0.915,6513.299,1070.864
2024-02-06T00:15:00,50.413,1.005,1318.757,478.042
2024-02-06T00:20:00,48.672,0.994,552.209,641.433
2024-02-06T00:25:00,50.201,0.961,3424.411,496.427
2024-02-06T00:30:00,51.533,1.004,1595.657,733.873
2024-02-06T00:35:00,41.76,1.007,411.742,448.806
2024-02-06T00:40:00,55.521,0.987,4398.27,765.248
2024-02-06T00:45:00,42.842,0.975,1631.088,326.062
2024-02-06T00:50:00,57.776,0.904,5301.106,996.797
2024-02-06T00:55:00,66.05,0.999,6692.69,997.6
2024-02-06T01:00:00,73.852,0.982,5603.157,1369.057
2024-02-06T01:05:00,65.255,0.96,3502.616,880.384
2024-02-06T01:10:00,63.861,0.968,3966.015,1154.822
2024-02-06T01:15:00,65.707,0.965,4926.345,833.933
2024-02-06T01:20:00,47.82,1.001,552.39,699.87
2024-02-06T01:25:00,46.494,1.004,936.382,678.112
2024-02-06T01:30:00,39.481,1.006,365.621,625.342
2024-02-06T01:35:00,36.671,1.002,377.632,473.48
2024-02-06T01:40:00,34.069,1.005,1881.87,317.043
2024-02-06T01:45:00,36.212,1.002,662.951,391.836
2024-02-06T01:50:00,36.891,0.99,865.771,416.274
2024-02-06T01:55:00,39.256,0.99,1915.971,360.67
2024-02-06T02:00:00,45.765,0.987,1947.614,496.802
2024-02-06T02:05:00,42.278,1.006,1328.696,590.109
2024-02-06T02:10:00,45.784,1.003,4922.371,521.039
2024-02-06T02:15:00,42.247,0.996,1303.186,446.997
2024-02-06T02:20:00,56.967,0.919,7084.442,935.499
2024-02-06T02:25:00,49.241,0.998,1608.272,960.853
2024-02-06T02:30:00,59.869,0.995,1807.452,1169.741
2024-02-06T02:35:00,82.236,0.993,10361.983,1357.768
2024-02-06T02:40:00,58.834,0.997,2129.06,1051.199
2024-02-06T02:45:00,59.534,0.945,2230.933,1134.314
2024-02-06T02:50:00,58.01,0.998,5377.453,884.068
2024-02-06T02:55:00,53.589,0.966,1137.594,827.646
2024-02-06T03:00:00,60.171,0.956,1568.137,740.958
2024-02-06T03:05:00,48.382,0.989,1322.146,894.509
2024-02-06T03:10:00,42.154,1.004,351.633,675.683
2024-02-06T03:15:00,40.902,1.004,164.96,763.487
2024-02-06T03:20:00,32.328,0.996,660.11,314.905
2024-02-06T03:25:00,38.987,0.885,1130.381,484.902
2024-02-06T03:30:00,60.911,0.896,7353.166,702.663
2024-02-06T03:35:00,40.317,1.001,563.122,634.148
2024-02-06T03:40:00,45.078,0.997,1076.585,654.556
2024-02-06T03:45:00,44.97,1.003,239.922,769.82
2024-02-06T03:50:00,46.153,0.997,1109.067,743.999
2024-02-06T03:55:00,46.497,1.004,567.255,841.672
2024-02-06T04:00:00,46.011,1.005,1037.233,724.922
2024-02-06T04:05:00,72.695,0.952,11754.326,1020.883
2024-02-06T04:10:00,53.647,0.987,2506.326,657.54
2024-02-06T04:15:00,68.77,0.929,5421.711,1694.852
2024-02-06T04:20:00,91.445,0.886,10915.865,1784.787
2024-02-06T04:25:00,73.501,0.959,3095.18,1397.236
2024-02-06T04:30:00,64.213,0.991,3279.142,674.726
2024-02-06T04:35:00,88.433,0.935,8363.91,2238.346
2024-02-06T04:40:00,98.583,0.994,18231.529,1989.521
2024-02-06T04:45:00,83.606,1.002,5410.635,1785.656
2024-02-06T04:50:00,74.985,0.933,6693.451,1398.341
2024-02-06T04:55:00,39.593,0.996,1024.282,241.685
2024-02-06T05:00:00,41.621,1.006,2414.3,516.261
2024-02-06T05:05:00,52.484,0.849,1777.025,518.965
2024-02-06T05:10:00,35.152,1.003,1817.927,233.753
2024-02-06T05:15:00,35.287,0.999,4100.75,252.632
2024-02-06T05:20:00,32.129,0.991,1585.052,366.436
2024-02-06T05:25:00,62.947,0.924,14632.224,1118.461
2024-02-06T05:30:00,79.553,1.008,13434.676,621.519
2024-02-06T05:35:00,62.583,0.983,6309.681,840.748
2024-02-06T05:40:00,60.979,0.932,2099.497,707.426
2024-02-06T05:45:00,69.596,0.971,9871.532,1483.759
2024-02-06T05:50:00,55.426,0.98,6319.14,639.622
2024-02-06T05:55:00,67.765,0.802,3274.344,584.049
2024-02-06T06:00:00,54.524,0.795,2696.612,889.33
