timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2024-03-01T06:02:00,13.0,0.6,8.301,13.0,0.6,8.301,12.6,0.8,7.923,-1.0,0.0,1.224
2024-03-02T06:04:30,13.2,0.5,11.222,13.2,0.5,11.222,13.2,1.5,6.568,-1.0,0.0,1.213
2024-03-03T05:51:30,13.2,1.1,9.897,13.2,1.1,9.897,12.8,1.9,7.38,-1.0,0.0,1.582
2024-03-04T04:52:00,12.8,0.9,7.227,12.8,0.9,7.227,12.8,1.0,7.992,-1.0,0.0,2.101
2024-03-05T05:18:30,13.4,0.7,11.056,13.4,0.7,11.056,13.2,1.7,3.414,-1.0,0.0,1.592
2024-03-06T05:46:30,12.2,0.7,9.034,12.2,0.7,9.034,12.2,0.8,7.383,-1.0,0.0,1.426
2024-03-07T04:49:30,13.2,0.8,7.908,13.2,0.8,7.908,-1.0,0.0,2.184,-1.0,0.0,1.373
2024-03-08T05:37:30,12.6,0.8,9.048,12.6,0.8,9.048,12.6,1.4,4.103,14.0,1.0,2.984
2024-03-09T05:43:00,12.8,0.8,8.517,12.8,0.8,8.517,12.8,1.1,6.603,-1.0,0.0,1.703
2024-03-10T05:42:00,12.8,0.6,6.714,12.8,0.6,6.714,12.8,0.8,8.748,13.4,1.4,3.735
2024-03-11T04:50:00,13.2,1.4,5.774,13.2,1.4,5.774,13.0,1.2,11.32,-1.0,0.0,1.889
2024-03-12T04:45:00,13.6,0.9,9.56,13.6,0.9,9.56,12.8,1.0,11.755,12.4,0.8,3.333
2024-03-13T05:28:30,13.2,1.2,11.131,13.2,1.2,11.131,13.0,0.7,6.346,12.0,0.9,3.466
2024-03-14T04:54:30,12.4,1.1,10.422,12.4,1.1,10.422,12.2,1.5,8.413,12.8,1.2,3.821
2024-03-15T04:48:30,13.4,0.8,10.945,13.4,0.8,10.945,12.8,1.2,7.164,12.6,1.8,5.248
2024-03-16T05:08:30,13.0,1.1,9.894,13.0,1.1,9.894,12.8,0.9,5.518,12.4,1.4,3.217
2024-03-17T05:00:00,12.8,1.2,8.375,12.8,1.2,8.375,12.6,0.8,6.996,12.8,1.9,4.75
2024-03-18T04:44:30,12.0,0.9,11.194,12.0,0.9,11.194,12.6,0.9,9.467,12.0,0.6,3.002
2024-03-19T04:41:00,13.2,1.1,9.484,13.2,1.1,9.484,13.2,0.8,7.704,13.2,2.0,5.072
2024-03-20T05:04:30,12.6,0.9,10.169,12.6,0.9,10.169,13.8,0.8,2.907,13.2,1.2,3.748
2024-03-22T04:35:00,12.2,1.0,9.349,12.2,1.0,9.349,12.2,1.3,6.331,12.6,2.0,5.281
2024-03-23T04:56:30,12.8,1.3,10.414,12.8,1.3,10.414,13.0,1.2,10.418,13.2,1.6,7.765
2024-03-24T05:01:30,13.2,1.1,6.416,13.2,1.1,6.416,13.2,1.0,5.939,13.2,0.9,5.458
2024-03-25T04:42:30,12.6,1.0,8.623,12.6,1.0,8.623,12.6,1.5,8.774,12.8,1.3,3.643
2024-03-26T04:32:00,13.2,0.9,8.898,13.2,0.9,8.898,12.6,1.1,7.869,12.4,0.6,3.763
2024-03-27T04:44:00,12.6,1.0,7.989,12.6,1.0,7.989,12.8,0.8,6.697,12.2,0.7,5.549
2024-03-28T04:23:30,13.2,0.9,14.359,13.2,0.9,14.359,12.8,0.9,7.985,12.8,1.3,4.048
2024-03-29T04:56:00,13.0,0.8,13.418,13.0,0.8,13.418,12.6,0.7,10.277,12.4,0.8,2.966
2024-03-30T04:34:00,13.2,0.9,7.399,13.2,0.9,7.399,13.0,1.3,6.864,11.4,0.6,3.193
2024-03-31T04:29:30,13.4,0.9,14.118,13.4,0.9,14.118,12.4,1.2,10.022,11.6,1.0,4.092
