type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2023-01-31T23:48,2023-02-01T02:53:30,186,32.98548387096774,-47.87905673274145,326.7755595356575,0.5746243524632938,1.3058416333132714
IDT,2023-02-02T00:14:30,2023-02-02T06:18:30,364,33.56510989010989,117.28507177033498,347.2975221434608,0.5720911025809726,1.3038925044102163
IDT,2023-02-03T00:16,2023-02-03T05:43:30,328,33.64908536585366,121.46715799537742,492.9422575350618,0.5759279332426045,1.3084608036052934
IDT,2023-02-04T00:29,2023-02-04T06:35:30,367,33.314441416893736,5.660245398772531,519.780758523033,0.5755984412774483,1.3102954281294175
IDT,2023-02-06T00:21:30,2023-02-06T06:19:30,358,33.64273743016759,13.895329670331193,373.25544744881336,0.15698135243843275,1.0912429198220879
IDT,2023-02-07T00:37:30,2023-02-07T06:17,339,34.017994100294985,243.73276073619672,284.63816712703556,0.47662197996954453,1.2560942529126728
IDT,2023-02-08T00:27:30,2023-02-08T06:34:30,367,33.965122615803814,244.46024539877362,377.96956833906006,0.4925311174497411,1.2552010859012426
IDT,2023-02-09T00:05:30,2023-02-09T06:25,379,33.69973614775726,146.8683514986351,582.4237273666076,0.47184625217477233,1.2525066935339046
IDT,2023-02-10T04:47,2023-02-10T08:54,243,33.3156378600823,0.14536784741176234,282.3406630938407,0.47141302399859447,1.25674856545992
IDT,2023-02-11T00:14:30,2023-02-11T04:41:30,267,33.38389513108614,18.384416523698746,253.0066171195358,0.4704752125819233,1.2666685397159128
IDT,2023-02-12T00:21:30,2023-02-12T05:59,337,32.208902077151336,-372.7683581704623,892.7463764187414,0.514652903512564,1.2979715382936985
IDT,2023-02-13T00:09:30,2023-02-13T06:20:30,371,33.54716981132076,86.12029412094489,391.6156470607966,0.5122482119313451,1.3048059849373805
IDT,2023-02-14T00:36,2023-02-14T05:11,275,33.69927272727273,96.50114559003669,252.44338581885677,0.5178268213477317,1.287528150465135
IDT,2023-02-15T00:11:30,2023-02-15T05:43:30,332,33.48795180722892,35.01394878024075,380.18450785893947,0.4917111683271366,1.2123365632417993
IDT,2023-02-16T00:36,2023-02-16T06:14,338,33.74142011834319,103.25786742475611,242.76505084359087,0.4903975837097981,1.2056837811584353
IDT,2023-02-17T00:06,2023-02-17T06:06,360,33.74472222222222,90.15438898451066,355.6872329254402,0.4843400007041087,1.193315207486464
IDT,2023-02-17T23:59:30,2023-02-18T06:13:30,374,33.404545454545456,-33.565718110538,809.5947257548105,0.481880082045807,1.2059199486161014
IDT,2023-02-18T22:38,2023-02-19T03:45:30,308,32.497727272727275,-306.9423560910309,901.9367531257449,0.5111400848266975,1.237884970796063
IDT,2023-02-23T00:05:30,2023-02-23T05:57:30,352,33.83778409090909,99.13877254820545,229.68933585903142,0.46606312932141225,1.1478744936552334
IDT,2023-02-24T16:47:30,2023-02-24T23:02,374,33.487700534759355,-25.596304167531343,664.2352160082664,0.46474802935300225,1.1675430047829642
