timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-08-01T05:02:30,14.8,1.2,10.784,14.8,1.2,10.784,14.6,1.2,5.662,-1.0,0.0,1.166
2022-08-02T08:17:00,13.8,1.0,10.145,13.8,1.0,10.145,13.8,1.4,13.215,15.0,0.7,2.74
2022-08-03T08:11:30,14.2,0.8,11.433,14.2,0.8,11.433,13.6,1.3,8.213,14.2,0.6,3.376
2022-08-04T06:41:30,14.4,1.1,8.483,14.4,1.1,8.483,14.8,1.3,3.238,-1.0,0.0,1.363
2022-08-05T05:09:00,14.2,1.1,11.032,14.2,1.1,11.032,14.4,1.2,7.839,14.6,1.1,2.592
2022-08-06T04:59:30,14.4,0.6,5.33,13.8,0.5,3.881,14.4,0.6,5.33,-1.0,0.0,2.205
2022-08-07T05:14:30,13.8,0.8,13.453,13.8,0.8,13.453,14.0,1.1,3.837,-1.0,0.0,1.61
2022-08-08T08:54:30,14.0,1.0,15.439,14.0,1.0,15.439,13.6,1.2,7.333,-1.0,0.0,1.823
2022-08-09T05:12:30,13.6,1.0,16.712,13.6,1.0,16.712,13.6,0.8,7.08,13.6,1.1,4.714
2022-08-10T04:42:00,14.2,1.1,10.316,14.2,1.1,10.316,13.6,0.8,5.954,-1.0,0.0,1.358
2022-08-11T04:50:00,14.2,0.8,12.078,14.2,0.8,12.078,13.8,0.8,8.779,12.2,0.7,3.861
2022-08-12T05:02:30,14.2,0.8,8.019,14.2,0.8,8.019,14.2,0.8,5.633,-1.0,0.0,2.498
2022-08-13T04:40:00,14.8,1.2,9.317,14.8,1.2,9.317,15.0,0.7,4.82,15.4,1.3,2.836
2022-08-14T08:49:30,14.8,0.8,11.948,14.8,0.8,11.948,14.0,1.4,7.86,13.8,0.9,3.11
2022-08-15T08:32:00,14.4,1.4,11.414,14.4,1.4,11.414,14.2,1.4,5.869,16.4,0.5,3.288
2022-08-16T05:34:00,14.4,0.8,10.317,14.4,0.8,10.317,14.0,1.3,8.803,14.4,2.1,4.646
2022-08-17T05:31:30,14.8,1.0,9.598,14.8,1.0,9.598,14.2,0.8,6.336,-1.0,0.0,2.111
2022-08-18T05:32:30,15.0,1.1,8.364,15.0,1.1,8.364,15.4,1.0,6.387,-1.0,0.0,2.111
2022-08-19T05:42:00,13.8,1.2,15.284,13.8,1.2,15.284,13.6,1.7,5.128,14.2,1.6,3.52
2022-08-20T08:39:00,14.6,0.8,17.509,14.6,0.8,17.509,14.0,1.7,10.41,16.0,0.8,2.872
2022-08-21T05:34:30,14.6,1.5,9.965,14.6,1.5,9.965,15.2,0.9,6.923,-1.0,0.0,1.54
2022-08-21T11:09:00,14.6,0.9,7.356,14.6,0.9,7.356,14.2,1.3,9.988,-1.0,0.0,0.0
2022-08-22T05:33:00,14.4,0.7,8.635,14.4,0.7,8.635,15.0,0.9,6.776,16.2,1.0,3.278
2022-08-23T05:33:30,14.4,0.8,6.077,14.4,0.8,6.077,14.2,1.3,5.32,22.6,0.6,2.616
2022-08-24T05:34:00,13.8,0.7,6.693,13.8,0.7,6.693,15.2,0.8,4.511,-1.0,0.0,2.079
2022-08-25T05:32:00,15.0,1.2,7.776,15.0,1.2,7.776,14.6,1.1,7.368,13.6,1.7,3.188
2022-08-26T05:07:00,14.0,0.8,11.138,14.0,0.8,11.138,14.6,1.0,4.541,13.4,0.9,2.743
2022-08-27T05:03:30,15.6,1.0,11.942,15.6,1.0,11.942,15.2,1.3,6.14,-1.0,0.0,2.133
2022-08-28T05:34:30,15.2,0.8,11.027,15.2,0.8,11.027,14.4,1.3,5.739,-1.0,0.0,2.291
2022-08-29T04:37:30,15.0,1.0,13.466,15.0,1.0,13.466,15.0,1.5,11.082,-1.0,0.0,1.823
2022-08-30T05:36:30,14.8,1.0,10.812,14.8,1.0,10.812,15.0,0.8,7.056,-1.0,0.0,1.071
2022-08-31T05:13:00,15.2,0.8,13.164,15.2,0.8,13.164,14.2,1.1,9.412,-1.0,0.0,2.366
