timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-12-01T06:03:00,13.4,0.9,8.385,13.4,0.9,8.385,13.8,0.8,6.007,13.8,1.3,3.55
2022-12-02T06:14:30,13.8,0.6,7.362,13.8,0.6,7.362,13.8,0.6,5.274,-1.0,0.0,2.022
2022-12-03T05:43:30,13.8,0.6,6.847,13.8,0.6,6.847,13.4,1.0,4.525,-1.0,0.0,1.576
2022-12-04T05:31:00,14.0,1.2,5.625,14.0,1.2,5.625,13.8,0.7,4.652,13.6,1.1,4.347
2022-12-05T06:14:00,14.2,0.9,8.691,14.2,0.9,8.691,14.0,0.9,9.921,-1.0,0.0,2.483
2022-12-06T05:59:30,14.0,0.7,4.422,13.8,0.9,3.935,14.0,0.7,4.422,-1.0,0.0,1.403
2022-12-07T06:05:30,13.2,0.9,4.436,13.6,0.7,3.753,13.2,0.9,4.436,-1.0,0.0,2.441
2022-12-08T06:36:30,13.6,0.8,9.394,13.6,0.8,9.394,13.6,0.7,4.142,-1.0,0.0,1.565
2022-12-09T06:02:00,13.6,0.8,14.588,13.6,0.8,14.588,13.4,1.2,8.964,-1.0,0.0,2.028
2022-12-10T05:53:00,12.8,1.0,7.792,12.8,1.0,7.792,12.6,0.9,7.394,14.4,0.7,2.846
2022-12-11T04:16:30,14.4,1.0,6.378,14.4,1.0,6.378,13.8,1.2,9.647,-1.0,0.0,0.0
2022-12-12T05:53:00,14.2,0.9,12.235,14.2,0.9,12.235,13.6,1.2,7.486,13.6,1.6,2.669
2022-12-13T06:17:00,14.0,1.0,3.429,14.0,1.0,3.429,13.6,0.7,3.517,-1.0,0.0,2.159
2022-12-14T05:51:30,13.6,0.7,7.127,13.6,0.7,7.127,14.0,1.2,5.212,13.6,0.8,3.876
2022-12-15T06:18:30,13.8,0.6,4.43,13.8,0.6,4.43,-1.0,0.0,1.707,-1.0,0.0,1.647
2022-12-16T05:12:00,14.2,0.7,6.569,14.2,0.7,6.569,13.2,0.7,3.987,-1.0,0.0,2.2
2022-12-17T04:56:30,13.8,1.2,4.622,13.8,1.2,4.622,13.8,0.6,3.774,-1.0,0.0,1.819
2022-12-18T06:19:00,13.2,0.6,4.382,13.2,0.6,4.382,-1.0,0.0,1.618,-1.0,0.0,1.76
2022-12-19T05:59:30,13.2,1.1,9.504,13.2,1.1,9.504,13.2,1.1,5.912,-1.0,0.0,2.392
2022-12-20T06:02:30,14.2,1.1,6.264,14.2,1.1,6.264,-1.0,0.0,1.999,-1.0,0.0,1.872
2022-12-21T05:52:00,12.6,0.5,4.299,12.6,0.5,4.299,-1.0,0.0,1.24,-1.0,0.0,1.772
2022-12-22T06:05:00,13.4,0.8,10.213,13.4,0.8,10.213,13.6,0.5,5.71,-1.0,0.0,1.845
2022-12-23T05:24:00,13.2,1.0,4.802,13.2,1.0,4.802,13.4,1.0,5.422,-1.0,0.0,2.252
2022-12-24T05:51:30,13.8,1.2,3.56,-1.0,0.0,2.333,13.8,1.2,3.56,-1.0,0.0,1.462
2022-12-25T06:32:00,13.8,0.8,5.345,13.8,0.8,5.345,14.0,0.8,3.762,-1.0,0.0,2.054
2022-12-26T05:48:00,13.2,0.7,9.167,13.2,0.7,9.167,13.4,0.8,3.577,-1.0,0.0,1.562
2022-12-27T06:32:00,14.0,0.8,12.247,14.0,0.8,12.247,13.8,0.7,4.784,13.4,1.2,4.196
2022-12-28T06:41:30,13.8,0.7,4.695,13.8,0.7,4.695,13.6,1.1,5.991,-1.0,0.0,2.332
2022-12-29T05:51:00,13.4,0.7,5.564,13.4,0.7,5.564,13.8,1.0,4.9,15.0,0.6,2.926
2022-12-30T06:33:00,13.2,1.0,8.734,13.2,1.0,8.734,14.2,0.8,7.097,13.6,1.0,4.108
2022-12-31T06:03:00,13.4,0.7,4.513,13.4,0.7,4.513,-1.0,0.0,2.119,-1.0,0.0,1.839
