timestamp,bucket_values
2023-01-01T05:25:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.005, 0.007, 0.016, 0.019, 0.031, 0.061, 0.061, 0.049, 0.059, 0.099, 0.165, 0.172, 0.111, 0.067, 0.037, 0.023, 0.011, 0.004, 0.002, 0.0, 0.0, 0.0]"
2023-01-02T06:11:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.002, 0.003, 0.005, 0.01, 0.012, 0.019, 0.038, 0.067, 0.103, 0.147, 0.184, 0.17, 0.099, 0.055, 0.036, 0.025, 0.014, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0]"
2023-01-03T04:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.005, 0.007, 0.009, 0.016, 0.036, 0.049, 0.051, 0.065, 0.1, 0.14, 0.167, 0.14, 0.103, 0.058, 0.032, 0.012, 0.003, 0.001, 0.001, 0.0, 0.0]"
2023-01-04T06:33:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.005, 0.013, 0.017, 0.037, 0.043, 0.046, 0.041, 0.046, 0.071, 0.097, 0.121, 0.143, 0.125, 0.094, 0.052, 0.022, 0.009, 0.004, 0.001, 0.0, 0.0]"
2023-01-05T04:43:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.004, 0.006, 0.009, 0.011, 0.021, 0.029, 0.041, 0.061, 0.092, 0.145, 0.186, 0.174, 0.113, 0.053, 0.032, 0.014, 0.005, 0.001, 0.001, 0.0, 0.0]"
2023-01-07T06:43:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.011, 0.03, 0.054, 0.081, 0.081, 0.092, 0.127, 0.147, 0.129, 0.105, 0.076, 0.04, 0.014, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-08T05:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.011, 0.026, 0.05, 0.078, 0.072, 0.092, 0.172, 0.189, 0.136, 0.077, 0.047, 0.026, 0.012, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-09T06:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.011, 0.021, 0.048, 0.065, 0.053, 0.044, 0.067, 0.144, 0.199, 0.153, 0.093, 0.054, 0.024, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-01-10T06:27:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.008, 0.013, 0.021, 0.027, 0.024, 0.029, 0.045, 0.101, 0.221, 0.238, 0.15, 0.07, 0.031, 0.013, 0.002, 0.001, 0.0, 0.0, 0.0]"
2023-01-11T06:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.005, 0.009, 0.015, 0.017, 0.02, 0.026, 0.044, 0.089, 0.149, 0.164, 0.148, 0.135, 0.093, 0.05, 0.019, 0.008, 0.003, 0.001, 0.0, 0.0]"
2023-01-12T06:33:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.005, 0.011, 0.016, 0.018, 0.022, 0.019, 0.02, 0.027, 0.051, 0.109, 0.186, 0.189, 0.135, 0.089, 0.056, 0.027, 0.009, 0.004, 0.0, 0.0]"
2023-01-13T06:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.009, 0.012, 0.021, 0.027, 0.027, 0.025, 0.034, 0.068, 0.138, 0.199, 0.18, 0.121, 0.066, 0.04, 0.018, 0.006, 0.001, 0.0, 0.0, 0.0]"
2023-01-14T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.005, 0.013, 0.018, 0.035, 0.053, 0.055, 0.057, 0.061, 0.091, 0.12, 0.124, 0.109, 0.092, 0.073, 0.051, 0.022, 0.009, 0.004, 0.001, 0.0, 0.0]"
2023-01-15T06:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.011, 0.025, 0.059, 0.065, 0.062, 0.071, 0.11, 0.171, 0.172, 0.114, 0.064, 0.034, 0.017, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-01-16T09:36:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.011, 0.016, 0.026, 0.051, 0.071, 0.106, 0.178, 0.199, 0.145, 0.088, 0.052, 0.029, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-17T05:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.011, 0.016, 0.033, 0.056, 0.104, 0.179, 0.212, 0.173, 0.102, 0.05, 0.025, 0.015, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-18T06:29:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.006, 0.011, 0.02, 0.042, 0.104, 0.147, 0.113, 0.094, 0.13, 0.132, 0.086, 0.055, 0.029, 0.015, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-19T06:46:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.01, 0.023, 0.068, 0.159, 0.187, 0.128, 0.084, 0.08, 0.077, 0.068, 0.05, 0.03, 0.018, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-20T06:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.008, 0.017, 0.035, 0.064, 0.128, 0.127, 0.091, 0.105, 0.127, 0.101, 0.067, 0.056, 0.035, 0.019, 0.009, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-21T06:10:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.004, 0.008, 0.017, 0.031, 0.048, 0.054, 0.079, 0.204, 0.272, 0.161, 0.061, 0.024, 0.014, 0.009, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-21T10:59:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-01-23T07:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.009, 0.019, 0.039, 0.101, 0.146, 0.12, 0.095, 0.076, 0.078, 0.081, 0.081, 0.057, 0.037, 0.026, 0.015, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0]"
2023-01-24T06:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.012, 0.016, 0.039, 0.06, 0.061, 0.065, 0.127, 0.202, 0.164, 0.105, 0.056, 0.04, 0.023, 0.013, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0]"
2023-01-25T06:01:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.004, 0.012, 0.021, 0.055, 0.091, 0.095, 0.101, 0.113, 0.128, 0.123, 0.11, 0.065, 0.038, 0.02, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
