timestamp,bucket_values
2023-02-02T06:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.008, 0.016, 0.034, 0.084, 0.151, 0.156, 0.119, 0.111, 0.098, 0.072, 0.057, 0.04, 0.024, 0.013, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-03T05:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.007, 0.013, 0.026, 0.041, 0.081, 0.143, 0.149, 0.124, 0.087, 0.068, 0.068, 0.07, 0.05, 0.034, 0.018, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-04T06:35:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.005, 0.008, 0.015, 0.031, 0.083, 0.139, 0.144, 0.107, 0.076, 0.053, 0.056, 0.066, 0.074, 0.07, 0.044, 0.019, 0.005, 0.001, 0.001, 0.0, 0.0, 0.0]"
2023-02-07T06:17:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.003, 0.01, 0.021, 0.083, 0.187, 0.206, 0.122, 0.068, 0.062, 0.072, 0.061, 0.044, 0.029, 0.014, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-08T06:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.006, 0.008, 0.014, 0.027, 0.08, 0.123, 0.102, 0.072, 0.066, 0.082, 0.109, 0.104, 0.093, 0.066, 0.03, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-09T06:25:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.008, 0.016, 0.029, 0.094, 0.17, 0.151, 0.095, 0.058, 0.051, 0.061, 0.084, 0.076, 0.055, 0.026, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-10T08:54:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.004, 0.008, 0.028, 0.108, 0.137, 0.076, 0.039, 0.046, 0.093, 0.135, 0.144, 0.112, 0.05, 0.009, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-11T04:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.002, 0.008, 0.018, 0.042, 0.063, 0.064, 0.054, 0.077, 0.143, 0.182, 0.145, 0.089, 0.051, 0.028, 0.015, 0.007, 0.003, 0.001, 0.001, 0.0, 0.0]"
2023-02-12T05:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.009, 0.03, 0.086, 0.123, 0.108, 0.074, 0.061, 0.097, 0.135, 0.12, 0.076, 0.04, 0.021, 0.008, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-13T06:20:30,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.003, 0.004, 0.004, 0.007, 0.013, 0.022, 0.042, 0.067, 0.088, 0.141, 0.179, 0.152, 0.101, 0.073, 0.048, 0.03, 0.016, 0.006, 0.001, 0.001, 0.0, 0.0, 0.0]"
2023-02-14T05:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.004, 0.012, 0.035, 0.079, 0.113, 0.09, 0.071, 0.091, 0.12, 0.119, 0.096, 0.077, 0.05, 0.024, 0.009, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-02-15T05:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.006, 0.008, 0.014, 0.02, 0.032, 0.042, 0.043, 0.047, 0.059, 0.095, 0.155, 0.17, 0.143, 0.089, 0.044, 0.018, 0.007, 0.001, 0.001, 0.0, 0.0]"
2023-02-16T06:14:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.005, 0.01, 0.019, 0.041, 0.076, 0.08, 0.086, 0.081, 0.079, 0.09, 0.117, 0.114, 0.083, 0.061, 0.03, 0.015, 0.004, 0.001, 0.0, 0.0, 0.0]"
2023-02-17T06:06:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.012, 0.022, 0.047, 0.075, 0.078, 0.077, 0.077, 0.077, 0.085, 0.108, 0.121, 0.1, 0.062, 0.029, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0]"
2023-02-18T06:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.008, 0.013, 0.023, 0.064, 0.124, 0.129, 0.093, 0.061, 0.048, 0.062, 0.09, 0.095, 0.081, 0.055, 0.03, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0]"
2023-02-19T03:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.009, 0.038, 0.135, 0.204, 0.169, 0.123, 0.123, 0.102, 0.056, 0.021, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-02-23T05:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.005, 0.009, 0.016, 0.023, 0.036, 0.055, 0.075, 0.086, 0.074, 0.075, 0.106, 0.139, 0.117, 0.078, 0.054, 0.028, 0.011, 0.003, 0.001, 0.0, 0.0]"
2023-02-24T03:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.006, 0.013, 0.042, 0.084, 0.127, 0.118, 0.095, 0.082, 0.081, 0.069, 0.065, 0.082, 0.072, 0.038, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0]"
2023-02-24T23:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.006, 0.005, 0.005, 0.009, 0.017, 0.03, 0.056, 0.105, 0.149, 0.157, 0.129, 0.099, 0.071, 0.053, 0.046, 0.035, 0.021, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
