timestamp,value
2023-12-03T00:17:03Z,50.0
2023-12-03T00:18:03Z,50.0
2023-12-03T00:19:03Z,50.0
2023-12-03T00:20:03Z,99.2
2023-12-03T00:21:03Z,50.0
2023-12-03T00:22:03Z,50.0
2023-12-03T00:23:03Z,50.0
2023-12-03T00:24:03Z,97.3
2023-12-03T00:25:03Z,50.0
2023-12-03T00:26:03Z,50.0
2023-12-03T00:27:03Z,50.0
2023-12-03T00:28:03Z,50.0
2023-12-03T00:29:03Z,50.0
2023-12-03T00:30:03Z,50.0
2023-12-03T00:31:03Z,50.0
2023-12-03T00:32:03Z,50.0
2023-12-03T00:33:03Z,50.0
2023-12-03T00:34:03Z,50.0
2023-12-03T00:35:03Z,50.0
2023-12-03T00:36:03Z,50.0
2023-12-03T00:37:03Z,50.0
2023-12-03T00:38:03Z,50.0
2023-12-03T00:39:03Z,50.0
2023-12-03T00:40:03Z,50.0
2023-12-03T00:41:03Z,50.0
2023-12-03T00:42:03Z,50.0
2023-12-03T00:43:03Z,50.0
2023-12-03T00:44:03Z,50.0
2023-12-03T00:45:03Z,50.0
2023-12-03T00:46:03Z,50.0
2023-12-03T00:47:03Z,50.0
2023-12-03T00:48:03Z,50.0
2023-12-03T00:49:03Z,50.0
2023-12-03T00:50:03Z,50.0
2023-12-03T00:51:03Z,50.0
2023-12-03T00:52:03Z,91.5
2023-12-03T00:53:03Z,50.0
2023-12-03T07:14:33Z,100.0
2023-12-03T07:15:33Z,95.9
2023-12-03T07:16:33Z,94.1
2023-12-03T07:17:33Z,93.1
2023-12-03T07:18:33Z,92.8
2023-12-03T07:19:33Z,92.6
2023-12-03T07:20:33Z,92.8
2023-12-03T07:21:33Z,92.7
2023-12-03T07:22:33Z,92.4
2023-12-03T07:23:33Z,91.8
2023-12-03T07:24:33Z,90.6
2023-12-03T07:25:33Z,90.1
2023-12-03T07:26:33Z,90.2
2023-12-03T07:27:33Z,88.8
2023-12-03T07:28:33Z,87.4
2023-12-03T07:29:33Z,86.2
2023-12-03T07:30:33Z,85.5
2023-12-03T07:31:33Z,85.0
2023-12-03T07:32:33Z,84.6
2023-12-03T07:33:33Z,84.5
2023-12-03T07:34:33Z,84.4
2023-12-03T07:35:33Z,84.3
2023-12-03T07:36:33Z,84.2
2023-12-03T07:37:33Z,84.2
2023-12-03T07:38:33Z,84.1
2023-12-03T07:39:33Z,84.1
2023-12-03T07:40:33Z,84.0
2023-12-03T07:41:33Z,83.8
2023-12-03T07:42:33Z,83.8
2023-12-03T07:43:33Z,83.6
