timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-01-01T05:25:00,13.2,0.5,5.914,13.2,0.5,5.914,13.0,0.9,4.613,-1.0,0.0,2.031
2023-01-02T06:11:30,13.6,1.3,10.4,13.6,1.3,10.4,13.4,1.3,3.661,-1.0,0.0,1.735
2023-01-03T04:19:00,12.2,0.7,4.709,12.2,0.7,4.709,12.6,0.7,4.634,-1.0,0.0,2.198
2023-01-04T06:33:00,13.0,0.6,4.351,13.0,0.6,4.351,12.8,0.7,6.153,-1.0,0.0,1.718
2023-01-05T04:43:00,13.4,0.7,11.361,13.4,0.7,11.361,13.6,1.3,7.406,12.8,1.7,3.237
2023-01-07T06:43:00,18.6,0.6,8.478,18.6,0.6,8.478,18.2,1.6,3.765,19.0,0.6,3.578
2023-01-08T05:08:00,17.2,1.0,4.523,17.2,1.0,4.523,15.8,1.6,2.952,-1.0,0.0,1.997
2023-01-09T06:38:00,14.4,1.6,5.005,15.2,1.2,3.164,14.4,1.6,5.005,-1.0,0.0,1.718
2023-01-10T06:27:00,15.2,1.1,10.633,15.2,1.1,10.633,13.8,2.1,8.613,14.2,1.3,4.453
2023-01-11T06:35:30,14.8,1.2,14.346,14.8,1.2,14.346,14.4,1.7,9.148,13.0,0.6,2.766
2023-01-12T06:33:00,14.6,1.0,20.256,14.6,1.0,20.256,14.0,1.4,5.337,13.0,1.2,2.504
2023-01-13T06:38:00,13.4,0.9,10.105,13.4,0.9,10.105,14.0,1.2,5.975,-1.0,0.0,2.211
2023-01-14T06:44:30,14.6,0.7,14.144,14.6,0.7,14.144,13.8,1.5,3.294,14.0,0.9,4.114
2023-01-15T06:04:30,15.2,0.9,9.847,15.2,0.9,9.847,15.0,1.7,6.492,15.2,1.1,3.353
2023-01-16T09:36:00,14.2,1.3,13.286,14.2,1.3,13.286,14.0,1.7,9.097,13.4,1.3,5.193
2023-01-17T05:27:30,14.4,1.1,9.183,14.4,1.1,9.183,14.4,1.6,8.051,13.8,0.6,2.887
2023-01-18T06:29:00,14.2,0.8,5.991,14.2,0.8,5.991,-1.0,0.0,2.015,16.2,0.6,3.298
2023-01-19T06:46:30,15.2,1.0,2.736,-1.0,0.0,1.894,15.2,1.0,2.736,-1.0,0.0,0.0
2023-01-20T06:14:30,15.2,0.6,4.33,15.2,0.6,4.33,15.6,1.3,3.794,14.6,0.6,2.655
2023-01-21T06:10:00,13.8,0.8,12.102,13.8,0.8,12.102,14.2,1.0,5.87,-1.0,0.0,1.856
2023-01-21T10:59:30,13.8,0.9,5.751,13.8,0.9,5.751,13.4,1.5,4.871,-1.0,0.0,2.216
2023-01-23T07:34:30,13.4,0.7,5.498,13.4,0.7,5.498,-1.0,0.0,2.059,-1.0,0.0,1.409
2023-01-24T06:31:00,13.8,0.7,6.144,13.8,0.7,6.144,13.6,1.0,4.607,13.4,1.7,2.821
2023-01-25T06:01:00,14.0,1.0,6.244,14.0,1.0,6.244,13.8,0.6,3.747,-1.0,0.0,1.764
2023-01-26T03:32:30,13.6,0.8,8.371,13.6,0.8,8.371,13.6,0.9,4.709,12.8,0.7,3.53
2023-01-26T08:38:00,13.8,0.9,4.872,13.8,0.9,4.872,13.8,1.0,6.913,-1.0,0.0,2.003
2023-01-27T06:05:30,14.2,0.8,4.14,14.2,0.8,3.14,14.2,0.8,4.14,-1.0,0.0,1.991
2023-01-28T05:19:30,13.4,0.6,5.745,13.4,0.6,5.745,13.2,0.5,4.106,-1.0,0.0,2.399
2023-01-28T10:41:00,14.2,0.9,5.284,14.2,0.9,5.284,13.2,0.6,3.199,14.6,0.6,2.787
2023-01-29T05:42:00,14.2,1.4,12.019,14.2,1.4,12.019,13.8,1.1,9.143,-1.0,0.0,1.926
2023-01-30T05:58:00,13.6,0.9,8.995,13.6,0.9,8.995,13.6,1.1,4.354,13.0,0.6,4.783
2023-01-31T06:18:30,0.0,0.0,1.806,-1.0,0.0,1.806,-1.0,0.0,1.917,-1.0,0.0,1.673
