timestamp,rmssd,coverage,low_frequency,high_frequency
2023-02-18T00:05:00,110.628,0.962,1213.791,1415.841
2023-02-18T00:10:00,52.893,0.924,485.464,423.089
2023-02-18T00:15:00,51.459,1.005,465.613,515.609
2023-02-18T00:20:00,72.121,1.002,1539.741,1366.924
2023-02-18T00:25:00,62.608,0.989,380.835,766.85
2023-02-18T00:30:00,53.438,0.993,761.839,737.684
2023-02-18T00:35:00,56.396,1.005,484.618,699.538
2023-02-18T00:40:00,112.583,0.972,9678.804,3829.007
2023-02-18T00:45:00,42.916,0.997,1713.872,494.806
2023-02-18T00:50:00,61.445,0.974,4659.396,919.731
2023-02-18T00:55:00,82.122,0.904,12020.608,1548.449
2023-02-18T01:00:00,86.789,0.997,7018.158,1374.418
2023-02-18T01:05:00,132.274,1.001,23935.124,3016.439
2023-02-18T01:10:00,83.547,1.007,9161.22,1683.71
2023-02-18T01:15:00,75.786,1.001,1629.1,1395.37
2023-02-18T01:20:00,79.249,0.991,10153.251,1538.045
2023-02-18T01:25:00,49.159,1.005,364.441,729.675
2023-02-18T01:30:00,48.261,0.969,426.614,584.053
2023-02-18T01:35:00,71.704,1.002,463.72,1470.542
2023-02-18T01:40:00,82.346,1.005,1342.908,1779.947
2023-02-18T01:45:00,83.302,1.003,6389.853,1842.898
2023-02-18T01:50:00,68.858,1.002,3630.554,1495.418
2023-02-18T01:55:00,61.481,1.003,4770.765,1009.455
2023-02-18T02:00:00,70.22,1.005,1646.237,1450.647
2023-02-18T02:05:00,91.188,1.002,6099.117,1897.895
2023-02-18T02:10:00,94.789,0.95,11219.65,1599.915
2023-02-18T02:15:00,83.563,1.004,10527.422,1442.2
2023-02-18T02:20:00,127.124,0.965,11610.876,3046.076
2023-02-18T02:25:00,79.189,0.948,8775.534,1522.823
2023-02-18T02:30:00,68.341,1.005,2612.159,1422.369
2023-02-18T02:35:00,92.896,0.986,19361.864,2116.73
2023-02-18T02:40:00,141.487,1.003,16608.472,3518.163
2023-02-18T02:45:00,72.157,0.923,14959.175,1117.134
2023-02-18T02:50:00,52.796,1.005,2266.212,782.323
2023-02-18T02:55:00,53.905,1.003,943.587,948.549
2023-02-18T03:00:00,55.954,0.997,1023.124,641.285
2023-02-18T03:05:00,72.523,0.962,4014.863,749.872
2023-02-18T03:10:00,59.574,1.006,4619.954,748.845
2023-02-18T03:15:00,54.76,1.002,2676.066,460.533
2023-02-18T03:20:00,78.282,0.963,11091.709,1873.037
2023-02-18T03:25:00,107.973,0.998,24984.445,3778.457
2023-02-18T03:30:00,117.862,0.989,20008.124,3944.284
2023-02-18T03:40:00,92.08,0.722,15979.468,2604.909
2023-02-18T03:45:00,55.64,1.003,912.214,847.062
2023-02-18T03:50:00,77.67,0.934,3456.726,1160.189
2023-02-18T03:55:00,121.123,0.998,26532.62,2845.723
2023-02-18T04:00:00,200.454,0.987,29318.115,7164.527
2023-02-18T04:05:00,112.8,0.894,16783.236,2439.82
2023-02-18T04:10:00,117.691,0.93,15045.918,4334.474
2023-02-18T04:15:00,69.534,0.955,9765.713,1084.297
2023-02-18T04:20:00,96.701,1.002,16152.737,3811.743
2023-02-18T04:25:00,108.55,0.875,26465.589,2711.625
2023-02-18T04:30:00,95.641,0.971,8618.651,2599.985
2023-02-18T04:35:00,71.931,0.967,4079.993,1006.33
2023-02-18T04:40:00,83.744,1.003,11719.111,1887.691
2023-02-18T04:45:00,123.45,0.931,29718.544,4052.403
2023-02-18T04:50:00,91.719,1.006,5689.106,2080.144
2023-02-18T04:55:00,108.487,0.799,10773.884,1750.655
2023-02-18T05:00:00,125.975,0.921,12869.435,3023.928
2023-02-18T05:05:00,106.539,0.981,13473.085,3246.757
2023-02-18T05:10:00,101.791,0.961,17637.344,2817.71
2023-02-18T05:15:00,94.833,1.004,15092.332,1810.938
2023-02-18T05:20:00,148.017,0.885,19373.647,2672.114
2023-02-18T05:25:00,52.754,0.997,4590.734,614.822
2023-02-18T05:30:00,113.525,0.926,19786.999,1655.824
2023-02-18T05:35:00,135.128,0.899,21218.205,1989.911
2023-02-18T05:40:00,116.526,0.911,25300.743,2479.655
2023-02-18T05:45:00,115.463,0.973,20140.651,3338.386
2023-02-18T05:50:00,93.269,0.995,9353.046,1971.939
2023-02-18T05:55:00,111.73,0.931,29064.756,2769.694
2023-02-18T06:00:00,63.7,0.987,9819.143,1290.424
2023-02-18T06:05:00,87.953,0.9,14530.792,1305.073
2023-02-18T22:40:00,80.233,0.914,5045.223,1709.046
2023-02-18T22:45:00,63.128,0.931,2267.443,795.062
2023-02-18T22:50:00,50.273,1.003,955.622,574.948
2023-02-18T22:55:00,48.705,1.005,941.453,526.516
2023-02-18T23:00:00,56.93,0.995,1457.172,730.176
2023-02-18T23:05:00,52.975,0.984,863.144,954.171
2023-02-18T23:10:00,53.101,0.988,1718.594,625.726
2023-02-18T23:15:00,45.808,0.963,1113.215,370.105
2023-02-18T23:20:00,61.044,0.929,2581.637,845.366
2023-02-18T23:25:00,59.084,1.002,5307.924,1203.942
2023-02-18T23:30:00,80.384,1.005,1743.001,1781.227
2023-02-18T23:35:00,79.228,0.995,4620.444,1832.625
2023-02-18T23:40:00,76.936,1.004,3150.182,2211.996
2023-02-18T23:45:00,64.637,1.003,4006.352,1383.663
2023-02-18T23:50:00,55.557,0.964,2823.753,586.423
2023-02-18T23:55:00,56.778,1.003,796.148,1013.841
