timestamp,value
2023-06-04T06:44:03Z,98.2
2023-06-04T06:45:03Z,97.9
2023-06-04T06:46:03Z,98.3
2023-06-04T06:47:03Z,99.3
2023-06-04T06:48:03Z,99.8
2023-06-04T06:49:03Z,100.0
2023-06-04T06:50:03Z,100.0
2023-06-04T06:51:03Z,99.5
2023-06-04T06:52:03Z,99.8
2023-06-04T06:53:03Z,99.9
2023-06-04T06:54:03Z,99.9
2023-06-04T06:55:03Z,100.0
2023-06-04T06:56:03Z,100.0
2023-06-04T06:57:03Z,100.0
2023-06-04T06:58:03Z,99.8
2023-06-04T06:59:03Z,99.1
2023-06-04T07:00:03Z,98.7
2023-06-04T07:01:03Z,98.9
2023-06-04T07:02:03Z,50.0
2023-06-04T07:03:03Z,96.8
2023-06-04T07:04:03Z,95.7
2023-06-04T07:05:03Z,95.4
2023-06-04T07:06:03Z,94.8
2023-06-04T07:07:03Z,95.6
2023-06-04T07:08:03Z,50.0
2023-06-04T07:09:03Z,95.6
2023-06-04T07:10:03Z,95.4
2023-06-04T07:11:03Z,50.0
2023-06-04T07:12:03Z,95.6
2023-06-04T07:13:03Z,95.7
2023-06-04T07:14:03Z,95.6
2023-06-04T07:15:03Z,95.7
2023-06-04T07:16:03Z,96.3
2023-06-04T07:17:03Z,96.0
2023-06-04T07:18:03Z,96.3
2023-06-04T07:19:03Z,96.3
2023-06-04T07:20:03Z,96.3
2023-06-04T07:21:03Z,96.2
2023-06-04T07:22:03Z,96.4
2023-06-04T07:23:03Z,96.5
2023-06-04T07:24:03Z,96.3
2023-06-04T07:25:03Z,96.2
2023-06-04T07:26:03Z,96.0
2023-06-04T07:27:03Z,96.0
2023-06-04T07:28:03Z,96.0
2023-06-04T07:29:03Z,95.8
2023-06-04T07:30:03Z,95.6
2023-06-04T07:31:03Z,95.6
2023-06-04T07:32:03Z,95.7
2023-06-04T07:33:03Z,95.6
2023-06-04T07:34:03Z,95.5
2023-06-04T07:35:03Z,95.4
2023-06-04T07:36:03Z,95.5
2023-06-04T07:37:03Z,95.5
2023-06-04T07:38:03Z,95.5
2023-06-04T07:39:03Z,95.6
2023-06-04T07:40:03Z,95.5
2023-06-04T07:41:03Z,95.5
2023-06-04T07:42:03Z,95.5
