timestamp,bucket_values
2024-03-01T06:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.008, 0.014, 0.02, 0.036, 0.039, 0.04, 0.051, 0.074, 0.121, 0.171, 0.162, 0.112, 0.072, 0.039, 0.022, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0]"
2024-03-02T06:04:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.008, 0.015, 0.019, 0.026, 0.036, 0.043, 0.07, 0.118, 0.171, 0.181, 0.131, 0.068, 0.044, 0.029, 0.017, 0.007, 0.004, 0.002, 0.0, 0.0, 0.0]"
2024-03-03T05:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.005, 0.009, 0.016, 0.025, 0.036, 0.049, 0.079, 0.163, 0.212, 0.175, 0.105, 0.056, 0.032, 0.017, 0.009, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0]"
2024-03-04T04:52:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.007, 0.01, 0.016, 0.031, 0.03, 0.039, 0.088, 0.193, 0.224, 0.189, 0.093, 0.043, 0.019, 0.008, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-05T05:18:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.002, 0.003, 0.007, 0.011, 0.013, 0.02, 0.033, 0.073, 0.16, 0.235, 0.198, 0.123, 0.063, 0.03, 0.015, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-06T05:46:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.005, 0.008, 0.013, 0.017, 0.031, 0.04, 0.04, 0.037, 0.04, 0.055, 0.116, 0.176, 0.158, 0.121, 0.081, 0.036, 0.013, 0.006, 0.001, 0.0, 0.0, 0.0]"
2024-03-07T04:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.005, 0.013, 0.022, 0.039, 0.06, 0.055, 0.064, 0.153, 0.231, 0.166, 0.085, 0.043, 0.027, 0.015, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-08T05:37:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.001, 0.006, 0.011, 0.011, 0.013, 0.019, 0.023, 0.025, 0.026, 0.03, 0.054, 0.13, 0.189, 0.207, 0.132, 0.068, 0.029, 0.014, 0.004, 0.002, 0.0, 0.0]"
2024-03-09T05:43:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.004, 0.01, 0.014, 0.017, 0.029, 0.043, 0.068, 0.095, 0.132, 0.147, 0.141, 0.117, 0.086, 0.051, 0.025, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0]"
2024-03-10T05:42:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.007, 0.009, 0.019, 0.049, 0.071, 0.081, 0.096, 0.111, 0.125, 0.124, 0.112, 0.088, 0.057, 0.033, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0]"
2024-03-11T04:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.003, 0.005, 0.009, 0.013, 0.026, 0.055, 0.077, 0.091, 0.163, 0.227, 0.171, 0.086, 0.043, 0.018, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-12T04:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.009, 0.013, 0.023, 0.045, 0.068, 0.083, 0.121, 0.183, 0.201, 0.137, 0.07, 0.028, 0.009, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-13T05:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.003, 0.008, 0.011, 0.018, 0.047, 0.104, 0.14, 0.13, 0.121, 0.119, 0.116, 0.087, 0.05, 0.025, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-14T04:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.002, 0.003, 0.008, 0.016, 0.038, 0.074, 0.093, 0.119, 0.155, 0.182, 0.143, 0.088, 0.042, 0.021, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-15T04:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.002, 0.008, 0.016, 0.037, 0.068, 0.099, 0.143, 0.195, 0.191, 0.123, 0.061, 0.026, 0.014, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-16T05:08:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.011, 0.018, 0.029, 0.05, 0.07, 0.091, 0.116, 0.154, 0.161, 0.121, 0.07, 0.043, 0.03, 0.016, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0]"
2024-03-17T05:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.007, 0.013, 0.022, 0.045, 0.068, 0.083, 0.113, 0.165, 0.184, 0.131, 0.076, 0.04, 0.024, 0.013, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-18T04:44:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.007, 0.016, 0.029, 0.033, 0.046, 0.069, 0.122, 0.179, 0.193, 0.134, 0.077, 0.047, 0.023, 0.013, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0]"
2024-03-19T04:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.005, 0.009, 0.02, 0.048, 0.066, 0.089, 0.155, 0.197, 0.176, 0.115, 0.057, 0.027, 0.013, 0.008, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-20T05:04:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.002, 0.003, 0.007, 0.01, 0.021, 0.047, 0.078, 0.11, 0.149, 0.148, 0.139, 0.121, 0.08, 0.047, 0.024, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-22T04:35:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.005, 0.006, 0.011, 0.022, 0.046, 0.077, 0.111, 0.135, 0.147, 0.15, 0.122, 0.071, 0.046, 0.027, 0.014, 0.005, 0.002, 0.001, 0.0, 0.0, 0.0]"
2024-03-23T04:56:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.003, 0.006, 0.008, 0.011, 0.02, 0.042, 0.09, 0.154, 0.182, 0.178, 0.128, 0.082, 0.051, 0.026, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-24T05:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.004, 0.01, 0.016, 0.038, 0.073, 0.137, 0.198, 0.179, 0.142, 0.104, 0.062, 0.023, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-25T04:42:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.006, 0.009, 0.017, 0.03, 0.057, 0.095, 0.157, 0.192, 0.162, 0.106, 0.076, 0.051, 0.027, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-26T04:32:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.004, 0.01, 0.016, 0.034, 0.068, 0.141, 0.204, 0.195, 0.133, 0.08, 0.053, 0.032, 0.016, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-27T04:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.011, 0.014, 0.032, 0.058, 0.082, 0.105, 0.133, 0.144, 0.13, 0.1, 0.072, 0.055, 0.029, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0]"
2024-03-28T04:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.013, 0.029, 0.057, 0.088, 0.124, 0.124, 0.1, 0.116, 0.123, 0.1, 0.063, 0.032, 0.014, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-29T04:56:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.005, 0.013, 0.021, 0.058, 0.136, 0.224, 0.217, 0.136, 0.089, 0.056, 0.023, 0.011, 0.004, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-30T04:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.005, 0.011, 0.023, 0.077, 0.155, 0.138, 0.104, 0.115, 0.136, 0.109, 0.059, 0.029, 0.017, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2024-03-31T04:29:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.005, 0.012, 0.038, 0.083, 0.167, 0.241, 0.182, 0.092, 0.061, 0.057, 0.037, 0.012, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
