timestamp,rmssd,coverage,low_frequency,high_frequency
2024-01-19T00:00:00,51.252,0.982,1531.445,723.017
2024-01-19T00:05:00,48.314,0.931,2922.627,353.287
2024-01-19T00:10:00,40.569,0.983,691.406,440.218
2024-01-19T00:15:00,39.125,0.973,1657.597,360.117
2024-01-19T00:20:00,39.33,0.997,1344.582,474.423
2024-01-19T00:25:00,52.423,0.986,4678.125,792.728
2024-01-19T00:30:00,40.661,0.915,897.109,437.139
2024-01-19T00:35:00,66.734,0.977,1831.087,1070.919
2024-01-19T00:40:00,65.571,0.948,3904.798,1044.45
2024-01-19T00:45:00,76.73,0.914,5840.46,1876.928
2024-01-19T00:50:00,75.086,0.969,6977.765,1418.406
2024-01-19T00:55:00,78.613,0.982,11968.489,1690.486
2024-01-19T01:00:00,51.642,0.995,1696.714,880.038
2024-01-19T01:05:00,56.489,0.953,974.204,998.642
2024-01-19T01:10:00,50.786,0.983,1143.807,944.347
2024-01-19T01:15:00,55.337,0.996,750.655,1053.617
2024-01-19T01:20:00,48.812,1.004,326.921,1018.771
2024-01-19T01:25:00,57.522,0.945,1204.695,898.92
2024-01-19T01:30:00,52.874,1.0,369.972,954.974
2024-01-19T01:35:00,64.265,0.962,2295.645,1399.367
2024-01-19T01:40:00,55.51,1.003,604.893,1160.669
2024-01-19T01:45:00,60.48,0.931,1502.128,1060.879
2024-01-19T01:50:00,60.822,0.987,4866.949,848.977
2024-01-19T01:55:00,54.867,0.961,3103.703,747.774
2024-01-19T02:00:00,62.304,1.004,4015.186,1090.323
2024-01-19T02:05:00,54.255,1.003,2093.067,788.542
2024-01-19T02:10:00,58.28,0.996,805.434,1083.194
2024-01-19T02:15:00,53.029,0.99,1628.535,939.996
2024-01-19T02:20:00,51.44,1.004,555.612,929.548
2024-01-19T02:25:00,68.42,0.924,13061.94,1335.109
2024-01-19T02:30:00,42.689,0.932,1252.051,553.417
2024-01-19T02:35:00,45.235,0.957,443.798,783.876
2024-01-19T02:40:00,42.373,1.001,3343.669,453.786
2024-01-19T02:45:00,57.938,0.946,1375.436,691.839
2024-01-19T02:50:00,79.553,0.908,6298.718,1588.397
2024-01-19T02:55:00,58.612,1.004,5603.927,1247.05
2024-01-19T03:00:00,54.437,1.004,7608.638,705.886
2024-01-19T03:05:00,47.543,1.004,490.895,797.409
2024-01-19T03:10:00,44.986,0.995,758.652,688.123
2024-01-19T03:15:00,43.022,1.004,300.701,701.106
2024-01-19T03:20:00,45.267,1.001,799.755,723.981
2024-01-19T03:25:00,40.812,1.004,1159.665,634.534
2024-01-19T03:30:00,45.478,0.912,2671.407,453.61
2024-01-19T03:35:00,50.042,0.977,3085.896,575.44
2024-01-19T03:40:00,44.777,0.906,517.247,698.396
2024-01-19T03:45:00,52.687,1.004,1662.611,841.264
2024-01-19T03:50:00,41.91,1.002,1283.912,497.621
2024-01-19T03:55:00,44.33,0.998,2466.267,582.631
2024-01-19T04:00:00,45.952,0.995,1895.405,769.425
2024-01-19T04:05:00,45.474,0.935,1374.361,718.431
2024-01-19T04:10:00,97.156,0.875,6770.536,1646.842
2024-01-19T04:15:00,60.629,0.974,7056.251,1062.868
2024-01-19T04:20:00,46.299,1.002,6304.979,905.795
2024-01-19T04:25:00,58.793,0.957,6974.23,1129.504
2024-01-19T04:30:00,78.046,0.966,5975.449,1354.169
2024-01-19T04:35:00,62.716,0.917,1678.115,1148.117
2024-01-19T04:40:00,59.28,0.995,3191.093,775.802
2024-01-19T04:45:00,60.838,0.972,2539.97,1052.827
2024-01-19T04:50:00,71.516,0.965,2807.624,1463.73
2024-01-19T04:55:00,80.404,0.908,12593.922,2600.02
2024-01-19T05:00:00,64.175,0.949,7863.013,1299.492
2024-01-19T05:05:00,47.311,0.992,4099.538,557.118
2024-01-19T05:10:00,43.0,0.969,1321.272,511.31
2024-01-19T05:15:00,38.818,1.003,790.342,370.7
2024-01-19T05:20:00,38.229,0.997,791.351,368.41
2024-01-19T05:25:00,92.56,0.824,9729.867,2184.789
2024-01-19T05:30:00,71.386,0.982,10987.251,1153.708
2024-01-19T05:35:00,59.301,1.005,5254.822,1221.777
2024-01-19T05:40:00,67.577,0.941,9681.435,1124.915
2024-01-19T05:45:00,76.583,0.746,4619.773,1265.614
