timestamp,rmssd,coverage,low_frequency,high_frequency
2023-12-22T00:20:00,38.73,0.968,8286.68,1198.261
2023-12-22T00:25:00,70.687,0.842,7527.376,1336.122
2023-12-22T00:30:00,53.575,0.885,5840.201,614.273
2023-12-22T00:35:00,32.89,0.987,3334.652,377.561
2023-12-22T00:40:00,33.779,1.003,1961.364,382.172
2023-12-22T00:45:00,36.66,0.999,1563.567,285.235
2023-12-22T00:50:00,33.817,1.003,539.434,236.134
2023-12-22T00:55:00,59.487,1.004,6212.897,1326.73
2023-12-22T01:00:00,37.784,1.001,937.809,483.691
2023-12-22T01:10:00,96.067,1.003,12456.101,2787.652
2023-12-22T01:15:00,94.755,0.999,7147.857,2088.889
2023-12-22T01:20:00,95.578,0.994,9221.604,2112.945
2023-12-22T01:25:00,67.728,0.887,4109.645,964.988
2023-12-22T01:30:00,45.987,0.995,3141.431,466.624
2023-12-22T01:35:00,59.151,1.005,1240.723,833.699
2023-12-22T01:40:00,48.637,0.997,526.346,625.996
2023-12-22T01:45:00,44.674,1.004,714.901,534.341
2023-12-22T01:50:00,42.653,1.004,814.425,456.988
2023-12-22T01:55:00,42.944,1.004,10886.375,544.417
2023-12-22T02:00:00,44.23,1.004,2309.096,565.519
2023-12-22T02:05:00,36.836,1.003,3365.04,363.474
2023-12-22T02:10:00,54.428,0.959,10958.337,660.271
2023-12-22T02:15:00,75.511,1.005,7162.053,1599.646
2023-12-22T02:20:00,75.564,0.976,14445.838,1541.954
2023-12-22T02:25:00,68.825,0.977,4871.38,1024.946
2023-12-22T02:30:00,79.832,0.988,4259.269,1645.309
2023-12-22T02:35:00,86.369,0.997,9929.915,1829.782
2023-12-22T02:40:00,103.195,0.935,9091.516,1725.778
2023-12-22T02:45:00,104.357,0.932,11250.234,2776.158
2023-12-22T02:50:00,59.336,1.006,4223.453,1014.815
2023-12-22T02:55:00,66.861,0.99,10694.75,993.206
2023-12-22T03:00:00,61.159,1.002,5329.793,901.299
2023-12-22T03:05:00,56.448,0.979,3852.169,717.877
2023-12-22T03:10:00,52.562,1.002,5141.815,774.375
2023-12-22T03:15:00,85.095,1.002,10222.06,1962.449
2023-12-22T03:20:00,56.395,0.999,2428.506,831.395
2023-12-22T03:25:00,64.775,0.998,2747.911,910.231
2023-12-22T03:30:00,69.323,0.99,10362.897,1370.069
2023-12-22T03:35:00,82.083,0.931,14671.818,1668.533
2023-12-22T03:40:00,109.412,1.004,9030.417,2281.336
2023-12-22T03:45:00,91.605,0.988,16205.947,1399.989
2023-12-22T03:50:00,95.818,0.974,24094.954,1868.407
2023-12-22T03:55:00,67.43,1.003,6557.36,1372.4
2023-12-22T04:00:00,61.244,0.989,5780.141,1268.524
2023-12-22T04:05:00,67.068,0.991,4222.975,1285.315
2023-12-22T04:10:00,82.515,0.962,11104.452,1088.51
2023-12-22T04:15:00,109.585,0.954,13477.024,2712.505
2023-12-22T04:20:00,94.951,0.998,12245.616,2675.066
2023-12-22T04:25:00,82.48,0.956,15643.624,1501.737
2023-12-22T04:30:00,70.393,1.004,8132.634,1362.674
2023-12-22T04:35:00,65.211,0.996,5196.878,934.271
2023-12-22T04:40:00,72.31,0.992,11278.717,1289.554
2023-12-22T04:45:00,62.007,1.0,4488.302,995.063
2023-12-22T04:50:00,71.79,1.006,10203.582,1063.87
2023-12-22T04:55:00,63.707,0.982,5892.327,814.345
2023-12-22T05:00:00,114.083,0.867,13214.703,3763.579
2023-12-22T05:10:00,108.933,0.952,16084.438,3509.406
2023-12-22T05:15:00,61.841,1.002,13609.476,1265.621
2023-12-22T05:20:00,74.822,0.95,14476.328,910.472
2023-12-22T05:25:00,30.656,0.96,740.598,346.903
2023-12-22T05:30:00,95.72,0.936,21102.879,2791.368
2023-12-22T05:35:00,90.926,0.87,18401.367,2068.261
2023-12-22T05:40:00,118.846,0.797,16052.725,3298.131
2023-12-22T05:45:00,99.632,0.953,13980.975,2701.035
2023-12-22T05:50:00,74.061,0.963,9006.113,843.908
2023-12-22T05:55:00,61.745,0.95,6655.981,1044.994
2023-12-22T06:00:00,59.567,0.982,6440.155,775.097
2023-12-22T06:05:00,83.145,0.942,14040.97,2429.737
2023-12-22T06:10:00,104.457,0.759,10842.29,1506.763
2023-12-22T06:15:00,86.038,0.883,6886.964,1365.01
