timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-10-01T06:03:30,14.2,0.9,10.108,14.2,0.9,10.108,14.6,0.8,5.904,13.8,1.5,3.77
2022-10-02T06:02:30,13.4,1.3,5.925,13.8,0.8,3.868,13.4,1.3,5.925,-1.0,0.0,1.515
2022-10-03T05:49:00,14.4,0.8,10.068,14.4,0.8,10.068,14.4,1.0,6.634,14.4,0.4,2.859
2022-10-04T05:58:30,13.2,0.7,4.812,13.2,0.7,4.812,14.0,1.0,5.006,-1.0,0.0,2.312
2022-10-05T06:03:00,14.4,0.9,12.414,14.4,0.9,12.414,14.4,1.4,7.335,13.6,1.4,3.107
2022-10-06T06:08:30,13.4,0.8,8.78,13.4,0.8,8.78,14.0,1.0,8.28,13.2,0.5,4.445
2022-10-07T06:12:00,13.4,1.3,6.474,13.4,1.3,6.474,13.8,1.1,8.222,13.8,1.0,5.054
2022-10-08T06:07:30,14.2,0.8,11.366,14.2,0.8,11.366,14.2,1.0,7.687,13.2,0.4,3.561
2022-10-11T06:23:00,12.6,0.7,9.238,12.6,0.7,9.238,13.0,1.2,8.305,14.6,2.5,3.598
2022-10-12T06:13:00,14.0,0.8,13.625,14.0,0.8,13.625,14.2,1.0,5.593,14.2,1.9,3.237
2022-10-13T06:25:30,13.6,0.7,7.312,13.6,0.7,7.312,14.2,0.9,3.934,-1.0,0.0,1.79
2022-10-14T08:59:30,13.6,0.9,13.207,13.6,0.9,13.207,13.2,1.6,7.543,13.2,0.6,3.885
2022-10-15T05:17:30,13.8,1.1,12.272,13.8,1.1,12.272,13.4,1.2,5.779,13.4,0.8,4.144
2022-10-15T11:37:30,14.2,0.9,9.119,14.2,0.9,9.119,13.8,1.0,4.474,13.6,0.8,2.939
2022-10-16T06:15:00,13.0,1.0,6.001,13.0,1.0,6.001,13.4,1.0,6.449,13.4,1.1,3.369
2022-10-17T06:22:30,13.6,1.2,9.48,13.6,1.2,9.48,13.0,0.9,5.703,12.6,1.3,3.181
2022-10-18T06:04:00,13.2,0.6,8.507,13.2,0.6,8.507,13.2,1.1,7.676,13.4,0.9,3.666
2022-10-19T05:54:30,13.8,0.8,12.391,13.8,0.8,12.391,13.8,1.2,3.119,-1.0,0.0,1.796
2022-10-20T05:49:00,14.0,1.1,14.501,14.0,1.1,14.501,14.0,1.2,7.338,14.0,1.9,3.432
2022-10-21T06:30:30,13.8,0.8,8.577,13.8,0.8,8.577,12.8,0.9,6.482,13.6,1.5,5.409
2022-10-22T06:35:30,12.8,1.1,13.0,12.8,1.1,13.0,13.0,1.2,4.716,-1.0,0.0,2.273
2022-10-23T06:22:00,14.4,0.8,10.466,14.4,0.8,10.466,13.8,1.1,7.673,12.8,1.2,4.616
2022-10-24T06:27:30,13.0,0.8,18.928,13.0,0.8,18.928,13.0,0.7,5.158,-1.0,0.0,1.323
2022-10-25T05:47:30,13.0,1.0,9.188,13.0,1.0,9.188,13.0,1.1,5.718,13.2,1.4,5.494
2022-10-26T06:38:00,13.2,0.6,11.736,13.2,0.6,11.736,13.0,0.6,5.735,14.4,1.5,3.418
2022-10-27T05:54:00,13.6,1.3,12.873,13.6,1.3,12.873,14.2,0.5,7.432,-1.0,0.0,1.902
2022-10-28T06:24:00,13.4,0.8,11.907,13.4,0.8,11.907,13.4,0.8,7.346,13.0,1.1,4.886
2022-10-29T04:37:30,14.0,1.0,7.847,14.0,1.0,7.847,13.6,1.2,5.852,13.4,1.4,2.609
2022-10-30T06:04:30,13.8,0.8,10.859,13.8,0.8,10.859,13.6,1.2,7.006,13.6,1.1,5.142
2022-10-31T06:39:00,13.8,1.0,7.24,13.8,1.0,7.24,14.0,1.2,6.733,-1.0,0.0,2.159
