type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-12-01T00:43,2022-12-01T06:03,320,32.91125,-74.15438596491185,377.7434779932955,0.48396269628641275,1.318929228331492
IDT,2022-12-02T00:14:30,2022-12-02T06:14:30,360,32.87083333333334,-97.9736842105267,400.9272022160003,0.4026840703769371,1.2956972709222023
IDT,2022-12-03T00:11,2022-12-03T05:43:30,333,33.45735735735736,93.68815028901554,397.2732417555526,0.40891281568897025,1.2924980129913541
IDT,2022-12-04T00:16,2022-12-04T05:31,315,33.05047619047619,-34.34155765135438,462.1313732760027,0.4018572392086817,1.291136936276997
IDT,2022-12-05T00:14,2022-12-05T06:14,360,32.49805555555555,-238.11892303012064,516.7103652918013,0.40803968600807955,1.2896269192823036
IDT,2022-12-06T00:35,2022-12-06T05:59:30,325,32.808,-114.23652773552385,460.49299775087275,0.3977491383508223,1.2835388085874564
IDT,2022-12-07T00:14,2022-12-07T06:05:30,352,32.58068181818182,-181.64872180450948,711.6080060602399,0.4027063432343373,1.2921580214189679
IDT,2022-12-08T00:35,2022-12-08T06:36:30,349,33.126074498567334,13.19190476190488,903.9513649032451,0.40126548064386275,1.301701645304868
IDT,2022-12-09T00:57,2022-12-09T06:02,305,32.533114754098364,-169.32398007913616,383.83754173724446,0.40278759425161054,1.29633003012873
IDT,2022-12-10T00:06:30,2022-12-10T05:53,346,32.57630057803468,-177.14326920452913,758.6385486256331,0.410154404804104,1.3000687607830395
IDT,2022-12-11T00:30:30,2022-12-11T04:16:30,226,32.514159292035394,-113.26934624697333,567.1643575186026,0.41050404343207636,1.3085884949897668
IDT,2022-12-12T00:17,2022-12-12T05:53,336,33.75505952380953,248.54203389830582,411.740037542535,0.43176931408470354,1.2873676059619001
IDT,2022-12-13T00:47:30,2022-12-13T06:17,329,32.89878419452887,-15.447800141242624,331.5048465933651,0.42765170692951865,1.2752968352538527
IDT,2022-12-14T00:17:30,2022-12-14T05:51:30,334,32.93712574850299,4.321249999999054,604.0155485077994,0.4262931750528836,1.2776951281951274
IDT,2022-12-15T00:37:30,2022-12-15T06:18:30,341,33.290615835777125,113.19152880679576,361.5427630310878,0.4281007487041977,1.2668831976850108
IDT,2022-12-16T00:06,2022-12-16T05:12,306,32.94084967320262,0.5697604790402693,505.92043995752465,0.4219004928332179,1.2606015537556128
IDT,2022-12-17T00:45:30,2022-12-17T04:56:30,251,32.05219123505976,-218.87115643712605,825.0212076499593,0.4462508444930386,1.280519553455301
IDT,2022-12-18T00:35,2022-12-18T06:19,344,33.28081395348838,122.67937125748358,384.3440352679463,0.4411811317342265,1.2805171030779254
IDT,2022-12-19T00:19,2022-12-19T05:59:30,341,33.29765395894428,127.35193488023833,391.73975166503806,0.4294417238738313,1.2714533736103864
IDT,2022-12-20T00:43:30,2022-12-20T06:02:30,319,33.03605015673981,35.68406811377099,219.6671245052712,0.42971760470921055,1.2651629409036185
IDT,2022-12-21T00:31,2022-12-21T05:52,321,33.50872274143302,187.63569236526746,297.07518083928153,0.4399890779378662,1.2649317450382311
IDT,2022-12-22T00:28:30,2022-12-22T06:05,336,33.90922619047619,330.97287425149625,388.7823615781963,0.4632698272770053,1.265237084066137
IDT,2022-12-23T00:07,2022-12-23T05:24,317,33.5384858044164,194.73244386227452,428.79421038669534,0.468183695630046,1.268600048758154
IDT,2022-12-24T00:33,2022-12-24T05:51:30,319,33.35987460815047,134.26292023795395,430.09589890541974,0.47309058039773166,1.2741874644527922
IDT,2022-12-25T00:33:30,2022-12-25T06:32,358,33.844692737430165,306.5349304403062,436.65325022372417,0.49762862384142986,1.2652428583430149
IDT,2022-12-26T00:30:30,2022-12-26T05:48,317,33.095268138801266,33.86137695412617,558.1799143509706,0.4961653600176062,1.2747698637219422
IDT,2022-12-27T00:02,2022-12-27T06:32,390,33.1125641025641,27.027362292881662,427.7614572115708,0.48620232277631276,1.2639516620274212
IDT,2022-12-28T00:21:30,2022-12-28T06:41:30,380,33.16921052631579,36.60857743728411,422.27657353156246,0.4444976266608921,1.240940079386236
IDT,2022-12-29T00:47:30,2022-12-29T05:51,303,33.22838283828383,47.119734114467065,363.5635291847866,0.43043886571918555,1.241600160020707
IDT,2022-12-29T23:57,2022-12-30T06:33,396,33.60126262626263,196.9492162096576,516.3013731454266,0.43605046934797287,1.1950100967491724
IDT,2022-12-31T00:26,2022-12-31T06:03,337,33.16765578635015,16.289395709352902,533.0248202153016,0.4348811411144868,1.1998544415332648
IDT,2022-12-31T23:59:30,2023-01-01T05:25,325,33.18523076923076,12.468828700908489,438.1474821205484,0.4329191146184339,1.2026174479170755
