timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2022-11-01T05:58:00,13.2,1.0,13.467,13.2,1.0,13.467,13.4,1.3,4.612,13.6,1.3,4.55
2022-11-02T06:11:00,14.0,0.9,10.123,14.0,0.9,10.123,14.2,1.2,5.173,-1.0,0.0,1.722
2022-11-03T06:09:30,15.0,0.8,9.913,15.0,0.8,9.913,14.6,1.6,7.238,14.4,0.6,4.967
2022-11-05T03:58:30,13.8,1.1,8.686,13.8,1.1,8.686,13.4,1.0,6.278,-1.0,0.0,0.0
2022-11-06T05:30:00,12.8,1.0,6.481,12.8,1.0,6.481,13.4,1.1,6.304,13.8,0.5,3.562
2022-11-07T05:36:00,13.2,0.7,8.361,13.2,0.7,8.361,13.6,1.2,9.557,14.0,1.3,4.637
2022-11-08T05:23:00,13.4,1.0,8.271,13.4,1.0,8.271,13.2,1.0,10.509,13.0,1.4,3.561
2022-11-09T05:10:00,13.0,0.9,9.088,13.0,0.9,9.088,13.6,0.9,12.012,13.8,1.9,4.6
2022-11-10T05:42:00,13.6,1.2,11.177,13.6,1.2,11.177,13.6,0.8,4.178,-1.0,0.0,1.992
2022-11-11T05:28:00,13.0,1.0,8.127,13.0,1.0,8.127,13.2,0.8,7.529,13.8,0.6,3.872
2022-11-12T05:26:30,12.6,0.9,7.938,12.6,0.9,7.938,13.2,0.7,13.894,13.2,1.3,3.533
2022-11-13T05:43:00,12.6,0.9,10.783,12.6,0.9,10.783,12.8,1.1,5.191,13.0,1.1,4.704
2022-11-14T04:44:00,13.6,1.0,10.019,13.6,1.0,10.019,13.4,0.9,7.161,14.0,2.2,5.879
2022-11-15T04:22:00,12.8,0.7,9.936,12.8,0.7,9.936,13.0,0.9,9.765,13.6,1.8,4.339
2022-11-16T05:59:30,13.4,1.0,10.028,13.4,1.0,10.028,13.2,0.9,4.237,13.0,0.7,3.86
2022-11-17T05:32:30,13.6,0.8,7.246,13.6,0.8,7.246,13.6,1.2,12.008,12.6,1.0,4.988
2022-11-18T05:59:00,13.0,1.0,5.576,13.0,1.0,5.576,13.0,1.2,6.002,13.2,1.2,4.369
2022-11-19T06:07:00,12.6,0.9,6.895,12.6,0.9,6.895,12.8,1.2,4.482,13.0,0.6,4.41
2022-11-20T04:58:30,13.4,0.9,10.754,13.4,0.9,10.754,13.4,1.2,8.505,12.2,1.3,4.807
2022-11-21T05:31:30,13.4,0.8,8.613,13.4,0.8,8.613,13.0,1.1,5.547,13.0,0.9,4.139
2022-11-22T06:06:30,13.2,1.3,12.395,13.2,1.3,12.395,14.0,0.7,4.415,12.4,0.5,3.941
2022-11-23T05:17:00,13.4,1.0,10.9,13.4,1.0,10.9,12.6,1.0,5.988,12.4,0.6,3.476
2022-11-24T06:02:30,13.6,1.0,8.547,13.6,1.0,8.547,13.0,1.5,4.859,14.6,1.7,4.202
2022-11-25T04:57:00,13.6,1.4,11.921,13.6,1.4,11.921,13.6,1.4,10.2,13.8,1.3,3.477
2022-11-26T05:25:00,13.6,0.8,9.343,13.6,0.8,9.343,13.8,1.3,9.47,-1.0,0.0,1.878
2022-11-27T05:38:30,13.2,0.8,7.472,13.2,0.8,7.472,13.2,1.2,7.199,13.2,0.6,4.592
2022-11-28T05:04:00,13.4,0.8,5.252,13.4,0.8,5.252,13.8,1.1,6.888,13.4,0.5,2.511
2022-11-29T02:54:30,13.0,1.1,5.891,13.0,1.1,5.891,13.0,0.8,12.108,12.4,1.4,3.45
2022-11-30T06:54:30,12.4,0.6,9.559,12.4,0.6,9.559,13.2,1.0,12.53,13.8,0.9,3.648
