type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2022-04-05T23:12:30,2022-04-06T04:44:30,332,32.024096385542165,NaN,NaN,NaN,NaN
IDT,2022-04-06T23:28,2022-04-07T04:40:30,313,31.723961661341853,NaN,NaN,NaN,NaN
IDT,2022-04-07T23:24,2022-04-08T03:37,253,32.548221343873514,132.60361445783292,456.35256350704003,0.41717139740236076,1.2390019338493006
IDT,2022-04-08T23:52,2022-04-09T04:29,277,32.433574007220216,56.71265060241058,675.6490423767827,0.37953452464209697,1.4184696760191007
IDT,2022-04-09T23:21,2022-04-10T04:19,298,32.636577181208054,60.49494584837703,645.8519747422542,0.386366038850727,1.434791588735201
IDT,2022-04-11T00:06,2022-04-11T04:10:30,245,32.90897959183674,102.43006949101891,505.82440463645617,0.432173582433223,1.4221217511685422
IDT,2022-04-11T23:18,2022-04-12T03:48:30,271,32.618450184501846,19.032015810278608,319.50434548268095,0.40474664422609413,1.3645386398320807
IDT,2022-04-12T23:07:30,2022-04-13T04:32,324,32.5395061728395,-1.4118577075096255,762.1004732782021,0.37736532021606384,1.4034129972532852
IDT,2022-04-13T23:44:30,2022-04-14T04:13:30,269,32.657992565055764,29.52845849802543,943.5366909340955,0.3611394773524459,1.4775295789851082
IDT,2022-04-15T00:19,2022-04-15T04:28,249,33.922891566265065,333.5493947172672,468.00754504522774,0.5757775323280268,1.4400421719281464
IDT,2022-04-15T23:32,2022-04-16T04:13:30,282,32.037234042553195,-144.09841897233127,1099.311504788464,0.5721059343709091,1.5247780306358776
IDT,2022-04-16T23:39:30,2022-04-17T04:31,291,33.51546391752578,271.2492926213854,500.97951459651813,0.6125399411905567,1.4882904942091895
IDT,2022-04-17T23:37:30,2022-04-18T04:14,276,32.61159420289855,-1.8189894035458565E-12,573.0028985507088,0.5864859812627581,1.4867442825889765
IDT,2022-04-18T23:57:30,2022-04-19T04:19,261,32.11494252873563,-121.35592885375445,817.0780132871587,0.579992221980949,1.51888726872201
IDT,2022-04-19T23:27,2022-04-20T04:04,277,32.54909747292419,0.0,573.8322743681492,0.5590062705994422,1.5140527376806183
IDT,2022-04-21T00:34:30,2022-04-21T04:14,219,31.328767123287673,-267.1564104393474,816.3708111362648,0.6252973759309324,1.5492236509324173
IDT,2022-04-21T23:37:30,2022-04-22T04:04,266,32.84022556390977,77.44007220216554,321.2245668520918,0.6106935572112046,1.5225159578252154
IDT,2022-04-22T23:49,2022-04-23T04:14,265,31.893584905660376,-173.59474322569622,327.0565844360972,0.6111599472666389,1.5037420745227115
IDT,2022-04-23T23:56,2022-04-24T04:02:30,247,32.66842105263158,29.472924187725766,597.3104990290012,0.5952758729180473,1.5063243373165263
IDT,2022-04-24T23:59:30,2022-04-25T04:08,248,32.70120967741936,29.97423219798111,794.0724378864979,0.5810768294605839,1.5219530466717404
IDT,2022-04-25T23:54:30,2022-04-26T03:41,226,33.446017699115046,188.57971014492796,490.6367569838767,0.6017935753595193,1.5173426055929413
IDT,2022-04-26T23:26:30,2022-04-27T04:09,282,32.935106382978724,90.2637413765442,457.1944432881428,0.5927642685077662,1.5042509849869292
IDT,2022-04-27T23:33,2022-04-28T03:49:30,257,33.531906614785996,234.7583025830263,363.53984681586735,0.6125255254131471,1.4872746565878359
IDT,2022-04-29T00:47,2022-04-29T03:59,192,33.0875,88.31737289184912,51.8947830965044,0.6067159116844625,1.4639293381899723
IDT,2022-04-30T00:12:30,2022-04-30T03:59,226,33.70796460176991,242.13355704698006,354.8445108329179,0.6314193538435352,1.4515861769615612
IDT,2022-05-01T00:18:30,2022-05-01T03:56,217,32.812442396313365,35.83918253037609,493.5155161495204,0.6192126177695625,1.45329368128949
