timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-03-02T06:11:30,14.6,1.0,14.573,14.6,1.0,14.573,14.4,1.2,8.495,14.4,0.6,5.258
2023-03-03T04:43:00,14.6,0.8,3.992,14.6,0.8,3.992,14.4,1.4,2.879,-1.0,0.0,1.851
2023-03-04T06:07:30,14.2,0.8,11.988,14.2,0.8,11.988,13.4,1.5,5.049,14.2,1.9,3.844
2023-03-05T05:17:30,14.6,1.2,10.847,14.6,1.2,10.847,14.2,1.4,9.377,14.0,2.0,8.867
2023-03-14T04:56:30,13.8,1.1,6.736,13.8,1.1,6.736,12.6,0.8,8.966,-1.0,0.0,1.77
2023-03-15T05:52:00,13.2,1.0,6.961,13.2,1.0,6.961,13.6,0.9,3.378,-1.0,0.0,2.112
2023-03-16T05:11:00,13.8,1.1,7.084,13.8,1.1,7.084,13.2,1.1,5.133,-1.0,0.0,1.817
2023-03-17T06:41:30,12.6,0.6,7.404,12.6,0.6,7.404,13.6,0.8,8.844,11.8,0.7,2.516
2023-03-18T06:22:30,12.6,0.7,4.48,12.6,0.7,4.48,13.0,1.1,6.876,14.8,1.1,2.86
2023-03-19T06:35:00,13.6,1.4,10.474,13.6,1.4,10.474,13.0,0.9,8.049,14.4,2.4,6.371
2023-03-20T04:46:30,12.8,0.9,8.925,12.8,0.9,8.925,13.2,1.0,15.004,13.0,1.0,4.973
2023-03-21T05:23:30,13.8,0.9,13.752,13.8,0.9,13.752,13.4,1.3,8.406,13.6,0.6,4.098
2023-03-22T05:24:30,13.2,1.2,14.401,13.2,1.2,14.401,13.8,1.2,7.662,13.4,1.1,4.895
2023-03-25T05:00:00,13.8,1.0,10.559,13.8,1.0,10.559,14.6,1.0,5.315,14.6,1.3,4.438
2023-03-25T12:13:00,13.4,1.2,4.909,14.6,0.5,2.566,13.4,1.2,4.909,-1.0,0.0,2.123
2023-03-26T04:41:30,13.2,1.0,9.239,13.2,1.0,9.239,14.0,0.7,2.884,-1.0,0.0,2.486
2023-03-27T04:45:00,14.0,0.9,14.12,14.0,0.9,14.12,13.6,1.8,5.811,-1.0,0.0,2.24
2023-03-28T04:32:00,13.2,0.6,4.593,13.2,0.6,4.593,13.2,1.1,5.61,13.8,0.5,2.841
2023-03-29T04:39:30,14.0,1.1,4.974,14.0,1.1,4.974,14.0,0.8,5.053,14.4,1.6,2.826
2023-03-30T04:44:00,14.0,0.8,6.058,14.0,0.8,6.058,13.8,1.1,5.477,14.4,0.9,3.467
2023-03-31T04:46:00,14.2,1.1,9.132,14.2,1.1,9.132,13.8,1.2,5.806,-1.0,0.0,2.307
