timestamp,bucket_values
2023-11-01T06:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.013, 0.019, 0.028, 0.045, 0.075, 0.106, 0.154, 0.194, 0.17, 0.09, 0.051, 0.025, 0.012, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-02T05:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.006, 0.016, 0.022, 0.048, 0.107, 0.119, 0.102, 0.085, 0.09, 0.096, 0.095, 0.069, 0.057, 0.041, 0.025, 0.011, 0.004, 0.001, 0.0, 0.0, 0.0]"
2023-11-03T05:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.008, 0.016, 0.024, 0.053, 0.147, 0.205, 0.148, 0.092, 0.072, 0.068, 0.054, 0.043, 0.032, 0.018, 0.011, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-11-04T06:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.005, 0.011, 0.016, 0.043, 0.093, 0.109, 0.11, 0.124, 0.124, 0.105, 0.078, 0.065, 0.052, 0.03, 0.017, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0]"
2023-11-06T04:06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.006, 0.009, 0.019, 0.045, 0.096, 0.248, 0.283, 0.174, 0.075, 0.025, 0.01, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-07T05:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.008, 0.019, 0.031, 0.101, 0.146, 0.13, 0.074, 0.044, 0.046, 0.072, 0.101, 0.092, 0.067, 0.033, 0.019, 0.006, 0.003, 0.001, 0.0, 0.0, 0.0]"
2023-11-08T05:41:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.008, 0.012, 0.048, 0.101, 0.097, 0.076, 0.096, 0.164, 0.182, 0.109, 0.057, 0.027, 0.01, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-09T05:28:30,"[0.0, 0.0, 0.001, 0.0, 0.0, 0.001, 0.001, 0.005, 0.005, 0.014, 0.023, 0.043, 0.092, 0.116, 0.107, 0.141, 0.176, 0.119, 0.062, 0.038, 0.03, 0.015, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-11-10T05:24:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.005, 0.012, 0.026, 0.072, 0.136, 0.137, 0.102, 0.084, 0.09, 0.098, 0.096, 0.076, 0.038, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-11T05:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.004, 0.009, 0.02, 0.031, 0.086, 0.145, 0.142, 0.091, 0.066, 0.064, 0.071, 0.09, 0.076, 0.05, 0.029, 0.015, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0]"
2023-11-12T05:37:00,"[0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.005, 0.005, 0.009, 0.018, 0.046, 0.091, 0.115, 0.109, 0.121, 0.134, 0.114, 0.089, 0.072, 0.042, 0.017, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-12T11:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-13T05:25:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.006, 0.011, 0.016, 0.089, 0.19, 0.143, 0.094, 0.108, 0.124, 0.098, 0.063, 0.029, 0.013, 0.006, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2023-11-14T04:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.01, 0.021, 0.057, 0.122, 0.129, 0.159, 0.183, 0.154, 0.092, 0.042, 0.015, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
