timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-12-01T06:34:30,14.2,1.0,9.075,14.2,1.0,9.075,13.0,1.1,5.056,-1.0,0.0,2.473
2023-12-02T06:08:30,14.4,0.9,6.594,14.4,0.9,6.594,12.8,0.8,5.024,-1.0,0.0,1.278
2023-12-03T06:14:30,13.2,0.5,4.208,13.2,0.5,4.208,13.0,1.4,3.69,-1.0,0.0,2.002
2023-12-04T08:43:30,13.8,0.9,9.073,13.8,0.9,9.073,13.0,1.1,6.586,-1.0,0.0,1.555
2023-12-05T05:32:30,13.2,0.9,10.31,13.2,0.9,10.31,13.2,1.4,7.065,-1.0,0.0,1.806
2023-12-06T06:01:30,14.0,0.9,7.013,14.0,0.9,7.013,13.8,1.0,4.831,-1.0,0.0,1.556
2023-12-07T05:42:30,12.4,0.8,11.991,12.4,0.8,11.991,12.8,0.7,4.108,13.0,1.6,4.27
2023-12-08T06:00:30,13.0,1.3,6.353,13.0,1.3,6.353,13.2,1.6,3.99,-1.0,0.0,1.536
2023-12-09T06:02:30,13.0,0.8,8.079,13.0,0.8,8.079,13.0,0.8,5.633,-1.0,0.0,2.367
2023-12-10T05:52:30,13.4,1.3,6.009,14.0,0.9,3.941,13.4,1.3,6.009,14.4,0.8,2.583
2023-12-11T05:28:00,13.8,0.7,5.225,13.8,0.7,5.225,13.0,1.5,6.078,13.2,1.0,3.011
2023-12-12T06:25:00,13.0,0.9,6.482,13.0,0.9,6.482,-1.0,0.0,2.174,-1.0,0.0,1.709
2023-12-13T06:21:00,13.2,0.7,8.429,13.2,0.7,8.429,-1.0,0.0,2.202,12.4,1.5,3.389
2023-12-14T05:17:00,12.8,0.7,5.875,12.8,0.7,5.875,13.2,1.0,7.354,-1.0,0.0,2.462
2023-12-15T05:36:00,13.2,0.9,6.104,13.2,0.9,6.104,13.0,0.7,3.765,-1.0,0.0,1.791
2023-12-16T05:51:30,13.4,0.7,9.156,13.4,0.7,9.156,13.8,0.6,6.08,-1.0,0.0,2.122
2023-12-17T05:38:00,13.2,0.6,4.82,13.2,0.6,4.82,13.8,0.5,3.478,-1.0,0.0,1.72
2023-12-18T05:10:00,12.6,1.1,8.464,12.6,1.1,8.464,13.2,1.2,10.877,12.6,1.4,4.703
2023-12-19T05:41:00,13.4,0.7,9.637,13.4,0.7,9.637,13.2,1.4,5.516,13.0,1.4,5.305
2023-12-20T04:34:00,11.8,0.5,4.14,11.8,0.5,4.14,-1.0,0.0,1.712,12.0,1.0,3.214
2023-12-21T06:36:30,12.8,0.7,5.429,12.8,0.7,5.429,-1.0,0.0,1.675,-1.0,0.0,2.286
2023-12-22T06:25:30,13.2,0.7,5.651,13.2,0.7,5.651,13.8,0.5,4.113,-1.0,0.0,1.506
2023-12-23T06:41:00,14.0,1.2,7.547,14.0,1.2,7.547,14.4,0.9,5.522,12.6,0.7,2.643
2023-12-24T05:41:30,13.4,1.1,7.44,13.4,1.1,7.44,13.2,1.1,7.634,12.6,1.4,4.868
2023-12-25T05:19:30,13.8,0.6,8.228,13.8,0.6,8.228,13.6,1.1,4.729,-1.0,0.0,1.832
2023-12-26T06:18:00,12.8,0.6,5.807,12.8,0.6,5.807,12.8,1.0,4.79,-1.0,0.0,2.495
2023-12-27T04:58:30,12.6,0.7,7.11,12.6,0.7,7.11,12.8,0.7,3.748,-1.0,0.0,1.828
2023-12-28T05:28:30,13.2,0.8,10.309,13.2,0.8,10.309,13.2,1.3,8.062,13.2,2.2,3.826
2023-12-29T06:03:00,12.8,0.7,4.954,12.8,0.7,4.954,12.0,1.5,4.831,-1.0,0.0,2.478
2023-12-30T04:39:30,13.4,0.9,9.242,13.4,0.9,9.242,12.8,1.1,4.289,13.6,0.9,2.876
2023-12-31T05:33:30,13.8,0.8,9.136,13.8,0.8,9.136,13.6,1.1,3.4,-1.0,0.0,2.043
