timestamp,full_sleep_breathing_rate,full_sleep_standard_deviation,full_sleep_signal_to_noise,deep_sleep_breathing_rate,deep_sleep_standard_deviation,deep_sleep_signal_to_noise,light_sleep_breathing_rate,light_sleep_standard_deviation,light_sleep_signal_to_noise,rem_sleep_breathing_rate,rem_sleep_standard_deviation,rem_sleep_signal_to_noise
2023-02-02T06:18:30,13.8,0.9,5.09,13.8,0.9,5.09,14.0,0.7,4.937,16.2,0.9,2.553
2023-02-03T05:43:30,13.0,0.7,4.349,13.0,0.7,4.349,13.6,0.5,4.56,-1.0,0.0,2.128
2023-02-04T06:35:30,13.0,0.6,3.645,13.0,0.6,3.645,-1.0,0.0,1.713,-1.0,0.0,1.717
2023-02-07T06:17:00,0.0,0.0,2.298,-1.0,0.0,2.298,-1.0,0.0,2.223,15.2,2.2,3.759
2023-02-08T06:34:30,12.8,0.6,4.369,12.8,0.6,4.369,-1.0,0.0,2.035,-1.0,0.0,1.504
2023-02-09T06:25:00,13.0,0.9,4.51,13.0,0.9,4.51,-1.0,0.0,1.471,-1.0,0.0,1.374
2023-02-10T08:54:00,12.8,0.9,5.683,12.8,0.9,5.683,12.8,0.6,4.698,13.2,0.7,3.688
2023-02-11T04:41:30,13.6,0.9,10.218,13.6,0.9,10.218,13.4,0.9,5.58,-1.0,0.0,1.849
2023-02-12T05:59:00,14.2,1.5,5.41,14.2,1.5,5.41,14.4,1.0,4.958,-1.0,0.0,1.55
2023-02-13T06:20:30,13.2,1.1,12.772,13.2,1.1,12.772,13.6,1.4,5.789,12.2,0.8,4.038
2023-02-14T05:11:00,14.6,0.7,4.945,14.6,0.7,4.945,15.4,0.8,3.053,0.4,0.3,2.621
2023-02-15T05:43:30,12.6,0.9,4.875,12.6,0.9,4.875,13.4,1.9,4.16,14.2,0.6,3.14
2023-02-16T06:14:00,13.4,0.7,4.598,13.4,0.7,4.598,13.6,0.7,3.507,-1.0,0.0,1.947
2023-02-17T06:06:00,12.8,0.7,4.664,12.8,0.7,4.664,13.4,1.3,3.327,13.0,0.5,3.371
2023-02-18T06:13:30,13.6,1.2,6.203,13.6,1.2,6.203,-1.0,0.0,1.257,-1.0,0.0,1.186
2023-02-19T03:45:30,14.4,1.7,9.064,14.4,1.7,9.064,14.2,1.5,7.82,14.0,1.6,5.19
2023-02-23T05:57:30,12.8,1.0,9.226,12.8,1.0,9.226,12.2,1.2,7.212,13.6,0.8,3.555
2023-02-24T03:23:30,13.6,1.0,10.487,13.6,1.0,10.487,13.8,1.0,7.221,-1.0,0.0,1.685
2023-02-24T23:02:00,15.4,1.0,11.462,15.4,1.0,11.462,15.4,1.4,8.569,16.6,1.1,6.519
