timestamp,bucket_values
2022-08-01T05:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.005, 0.007, 0.01, 0.012, 0.012, 0.019, 0.041, 0.099, 0.215, 0.236, 0.164, 0.101, 0.045, 0.017, 0.004, 0.002, 0.0, 0.0, 0.0]"
2022-08-02T08:17:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.006, 0.013, 0.012, 0.014, 0.014, 0.011, 0.013, 0.026, 0.056, 0.122, 0.217, 0.205, 0.136, 0.076, 0.043, 0.017, 0.008, 0.003, 0.001, 0.0]"
2022-08-03T08:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.003, 0.004, 0.008, 0.008, 0.009, 0.009, 0.01, 0.01, 0.013, 0.029, 0.063, 0.146, 0.217, 0.214, 0.133, 0.064, 0.03, 0.013, 0.005, 0.002]"
2022-08-04T06:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.001, 0.004, 0.007, 0.013, 0.027, 0.031, 0.025, 0.021, 0.02, 0.045, 0.11, 0.143, 0.144, 0.139, 0.122, 0.075, 0.038, 0.019, 0.009, 0.003, 0.001]"
2022-08-05T05:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.006, 0.006, 0.008, 0.01, 0.017, 0.02, 0.021, 0.051, 0.125, 0.194, 0.212, 0.155, 0.089, 0.047, 0.019, 0.009, 0.004, 0.002, 0.0, 0.0]"
2022-08-06T04:59:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.002, 0.001, 0.006, 0.012, 0.026, 0.041, 0.045, 0.032, 0.025, 0.034, 0.081, 0.153, 0.181, 0.168, 0.113, 0.056, 0.017, 0.006, 0.002, 0.0, 0.0, 0.0]"
2022-08-07T05:14:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.005, 0.007, 0.016, 0.022, 0.046, 0.039, 0.025, 0.019, 0.014, 0.018, 0.042, 0.109, 0.179, 0.202, 0.133, 0.074, 0.029, 0.013, 0.005, 0.001, 0.0]"
2022-08-08T08:54:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.004, 0.003, 0.003, 0.006, 0.014, 0.023, 0.029, 0.025, 0.02, 0.015, 0.011, 0.017, 0.044, 0.084, 0.123, 0.144, 0.176, 0.136, 0.077, 0.032, 0.01, 0.003]"
2022-08-09T05:12:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.003, 0.002, 0.001, 0.009, 0.009, 0.01, 0.008, 0.005, 0.006, 0.007, 0.016, 0.042, 0.102, 0.185, 0.208, 0.154, 0.109, 0.063, 0.039, 0.013, 0.003]"
2022-08-10T04:42:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.007, 0.019, 0.043, 0.039, 0.031, 0.022, 0.019, 0.03, 0.077, 0.135, 0.147, 0.136, 0.104, 0.082, 0.053, 0.026, 0.014, 0.005, 0.001]"
2022-08-11T04:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.003, 0.005, 0.008, 0.017, 0.028, 0.033, 0.031, 0.038, 0.097, 0.227, 0.248, 0.145, 0.068, 0.031, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0]"
2022-08-12T05:02:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.001, 0.005, 0.009, 0.017, 0.033, 0.042, 0.038, 0.043, 0.091, 0.183, 0.214, 0.148, 0.09, 0.043, 0.024, 0.009, 0.003, 0.001, 0.001, 0.0, 0.0]"
