timestamp,Infrared to Red Signal Ratio
11/12/20 00:00:11,0
11/12/20 00:01:11,-4
11/12/20 00:02:11,0
11/12/20 00:03:11,-8
11/12/20 00:04:11,-9
11/12/20 00:05:12,0
11/12/20 00:06:12,0
11/12/20 00:07:12,-1
11/12/20 00:08:12,1
11/12/20 00:09:12,0
11/12/20 00:10:12,2
11/12/20 00:11:13,0
11/12/20 00:12:13,0
11/12/20 00:13:13,-10
11/12/20 00:14:13,-3
11/12/20 00:15:13,0
11/12/20 00:16:13,-6
11/12/20 00:17:13,-1
11/12/20 00:18:14,-1
11/12/20 00:19:14,-1
11/12/20 00:20:14,2
11/12/20 00:21:14,-1
11/12/20 00:22:14,-1
11/12/20 00:23:14,0
11/12/20 00:24:14,0
11/12/20 00:25:15,0
11/12/20 00:26:15,1
11/12/20 00:27:15,0
11/12/20 00:28:15,0
11/12/20 00:29:15,-1
11/12/20 00:30:15,0
11/12/20 00:31:16,-1
11/12/20 00:32:16,-2
11/12/20 00:33:16,0
11/12/20 00:34:16,0
11/12/20 00:35:16,0
11/12/20 00:36:16,-22
11/12/20 00:37:16,-2
11/12/20 00:38:17,-7
11/12/20 00:39:17,0
11/12/20 00:40:17,-1
11/12/20 00:41:17,2
11/12/20 00:42:17,2
11/12/20 00:43:17,3
11/12/20 00:44:17,0
11/12/20 00:45:18,0
11/12/20 00:46:18,-5
11/12/20 00:47:18,-46
11/12/20 00:48:18,-20
11/12/20 00:49:18,26
11/12/20 00:50:18,-5
11/12/20 00:51:19,1
11/12/20 00:52:19,-1
11/12/20 00:53:19,-15
11/12/20 00:54:19,-2
11/12/20 00:55:19,2
11/12/20 00:56:19,-62
11/12/20 00:57:19,0
11/12/20 00:58:20,-26
11/12/20 00:59:20,-9
11/12/20 01:00:20,-2
11/12/20 01:01:20,0
11/12/20 01:02:20,2
11/12/20 01:03:20,3
11/12/20 01:04:20,-1
11/12/20 01:05:21,34
11/12/20 01:06:21,-6
11/12/20 01:07:21,0
11/12/20 01:08:21,2
11/12/20 01:09:21,-1
11/12/20 01:10:21,1
11/12/20 01:11:22,-1
11/12/20 01:12:22,5
11/12/20 01:13:22,0
11/12/20 01:14:22,-2
11/12/20 01:15:22,0
11/12/20 01:16:22,0
11/12/20 01:17:22,-2
11/12/20 01:18:23,0
11/12/20 01:19:23,0
11/12/20 01:20:23,0
11/12/20 01:21:23,-1
11/12/20 01:22:23,-3
11/12/20 01:23:23,-1
11/12/20 01:24:23,0
11/12/20 01:25:24,0
11/12/20 01:26:24,3
11/12/20 01:27:24,0
11/12/20 01:28:24,0
11/12/20 01:29:24,1
11/12/20 01:30:24,0
11/12/20 01:31:25,-3
11/12/20 01:32:25,0
11/12/20 01:33:25,3
11/12/20 01:34:25,5
11/12/20 01:35:25,-3
11/12/20 01:36:25,1
11/12/20 01:37:25,-1
11/12/20 01:38:26,0
11/12/20 01:39:26,2
11/12/20 01:40:26,0
11/12/20 01:41:26,0
11/12/20 01:42:26,0
11/12/20 01:43:26,0
11/12/20 01:44:26,0
11/12/20 01:45:27,0
11/12/20 01:46:27,-1
11/12/20 01:47:27,0
11/12/20 01:48:27,0
11/12/20 01:49:27,0
11/12/20 01:50:27,0
11/12/20 01:51:28,-2
11/12/20 01:52:28,4
11/12/20 01:53:28,-2
11/12/20 01:54:28,4
11/12/20 01:55:28,-4
11/12/20 01:56:28,0
11/12/20 01:57:28,4
11/12/20 01:58:29,14
11/12/20 01:59:29,-1
11/12/20 02:00:29,-1
11/12/20 02:01:29,-1
11/12/20 02:02:29,0
11/12/20 02:03:29,-3
11/12/20 02:04:29,0
11/12/20 02:05:30,-2
11/12/20 02:06:30,0
11/12/20 02:07:30,0
11/12/20 02:08:30,-1
11/12/20 02:09:30,1
11/12/20 02:10:30,-2
11/12/20 02:11:31,-6
11/12/20 02:12:31,-9
11/12/20 02:13:31,-7
11/12/20 02:14:31,-2
11/12/20 02:15:31,-1
11/12/20 02:16:31,0
11/12/20 02:17:31,-1
11/12/20 02:18:32,0
11/12/20 02:19:32,0
11/12/20 02:20:32,-1
11/12/20 02:21:32,-3
11/12/20 02:22:32,1
11/12/20 02:23:32,-1
11/12/20 02:24:32,-33
11/12/20 02:25:33,1
11/12/20 02:26:33,0
11/12/20 02:27:33,-46
11/12/20 02:28:33,19
11/12/20 02:29:33,2
11/12/20 02:30:33,7
