timestamp,Infrared to Red Signal Ratio
05/20/23 00:00:31,0
05/20/23 00:01:31,0
05/20/23 00:02:31,0
05/20/23 00:03:31,0
05/20/23 00:04:31,0
05/20/23 00:05:31,0
05/20/23 00:06:31,0
05/20/23 00:07:31,0
05/20/23 00:08:31,0
05/20/23 00:09:59,0
05/20/23 00:10:59,0
05/20/23 00:11:59,0
05/20/23 00:12:59,0
05/20/23 00:13:59,0
05/20/23 00:14:59,0
05/20/23 00:15:59,0
05/20/23 00:16:59,0
05/20/23 00:17:59,0
05/20/23 00:18:59,0
05/20/23 00:19:59,0
05/20/23 00:20:59,0
05/20/23 00:21:59,0
05/20/23 00:22:59,0
05/20/23 00:23:59,0
05/20/23 00:24:59,0
05/20/23 00:25:59,0
05/20/23 00:26:59,0
05/20/23 00:27:59,0
05/20/23 00:28:59,0
05/20/23 00:29:59,0
05/20/23 00:30:59,0
05/20/23 00:31:59,-13
05/20/23 00:32:59,-26
05/20/23 00:33:59,60
05/20/23 00:34:59,-53
05/20/23 00:35:59,0
05/20/23 00:36:59,0
05/20/23 00:37:59,0
05/20/23 00:38:59,0
05/20/23 00:39:59,0
05/20/23 00:40:59,0
05/20/23 00:41:59,0
05/20/23 00:42:59,0
05/20/23 00:43:59,0
05/20/23 00:44:59,0
05/20/23 00:45:59,0
05/20/23 00:46:59,8
05/20/23 00:47:59,0
05/20/23 00:48:59,0
05/20/23 00:49:59,-27
05/20/23 00:50:59,0
05/20/23 00:51:59,7
05/20/23 00:52:59,5
05/20/23 00:53:59,3
05/20/23 00:54:59,15
05/20/23 00:55:59,-1
05/20/23 00:56:59,0
05/20/23 00:57:59,-4
05/20/23 00:58:59,-6
05/20/23 00:59:59,-17
05/20/23 01:00:59,0
05/20/23 01:01:59,-15
05/20/23 01:02:59,4
05/20/23 01:03:59,26
05/20/23 01:04:59,0
05/20/23 01:05:59,0
05/20/23 01:06:59,2
05/20/23 01:07:59,-23
05/20/23 01:08:59,-1
05/20/23 01:09:59,11
05/20/23 01:10:59,-4
05/20/23 01:11:59,0
05/20/23 01:12:59,-1
05/20/23 01:13:59,-17
05/20/23 01:14:59,-1
05/20/23 01:15:59,0
05/20/23 01:16:59,11
05/20/23 01:17:59,8
05/20/23 01:18:59,0
05/20/23 01:19:59,0
05/20/23 01:20:59,0
05/20/23 01:21:59,5
05/20/23 01:22:59,31
05/20/23 01:23:59,-5
05/20/23 01:24:59,-25
05/20/23 01:25:59,0
05/20/23 01:26:59,0
05/20/23 01:27:59,-13
05/20/23 01:28:59,-3
05/20/23 01:29:59,20
05/20/23 01:30:59,0
05/20/23 01:31:59,8
05/20/23 01:32:59,22
05/20/23 01:33:59,0
05/20/23 01:34:59,0
05/20/23 01:35:59,0
05/20/23 01:36:59,17
05/20/23 01:37:59,-1
05/20/23 01:38:59,-1
05/20/23 01:39:59,-1
05/20/23 01:40:59,-1
05/20/23 01:41:59,-8
05/20/23 01:42:59,-1
05/20/23 01:43:59,-6
05/20/23 01:44:59,0
05/20/23 01:45:59,9
05/20/23 01:46:59,-17
05/20/23 01:47:59,8
05/20/23 01:48:59,15
05/20/23 01:49:59,0
05/20/23 01:50:59,33
05/20/23 01:51:59,-5
05/20/23 01:52:59,0
05/20/23 01:53:59,2
05/20/23 01:54:59,-25
05/20/23 01:55:59,5
05/20/23 01:56:59,8
05/20/23 01:57:59,7
05/20/23 01:58:59,13
05/20/23 01:59:59,-11
05/20/23 02:00:59,-6
05/20/23 02:01:59,-2
05/20/23 02:02:59,-2
05/20/23 02:03:59,0
05/20/23 02:04:59,0
05/20/23 02:05:59,6
05/20/23 02:06:59,-35
05/20/23 02:07:59,0
05/20/23 02:08:59,-3
05/20/23 02:09:59,0
05/20/23 02:10:59,-27
05/20/23 02:11:59,-1
05/20/23 02:12:59,-43
05/20/23 02:13:59,-26
05/20/23 02:14:59,-73
05/20/23 02:15:59,2
05/20/23 02:16:59,-1
05/20/23 02:17:59,0
05/20/23 02:18:59,-2
05/20/23 02:19:59,0
05/20/23 02:20:59,0
05/20/23 02:21:59,28
05/20/23 02:22:59,0
05/20/23 02:23:59,0
05/20/23 02:24:59,0
05/20/23 02:25:59,0
05/20/23 02:26:59,1
05/20/23 02:27:59,0
05/20/23 02:28:59,1
05/20/23 02:29:59,0
05/20/23 02:30:59,-2
05/20/23 02:31:59,4
05/20/23 02:32:59,0
05/20/23 02:33:59,4
05/20/23 02:34:59,0
05/20/23 02:35:59,0
05/20/23 02:36:59,42
05/20/23 02:37:59,10
05/20/23 02:38:59,0
05/20/23 02:39:59,0
