timestamp,Infrared to Red Signal Ratio
01/20/23 00:20:30,-3
01/20/23 00:21:30,0
01/20/23 00:22:30,-2
01/20/23 00:23:30,-47
01/20/23 00:24:30,-33
01/20/23 00:25:30,-5
01/20/23 00:26:30,0
01/20/23 00:27:30,15
01/20/23 00:28:30,-1
01/20/23 00:29:30,-37
01/20/23 00:30:30,0
01/20/23 00:31:30,0
01/20/23 00:32:30,27
01/20/23 00:33:30,21
01/20/23 00:34:31,16
01/20/23 00:35:57,21
01/20/23 00:36:57,0
01/20/23 00:37:57,4
01/20/23 00:38:57,0
01/20/23 00:39:57,17
01/20/23 00:40:57,17
01/20/23 00:41:57,0
01/20/23 00:42:57,7
01/20/23 00:43:57,7
01/20/23 00:44:57,4
01/20/23 00:45:57,6
01/20/23 00:46:57,4
01/20/23 00:47:57,16
01/20/23 00:48:57,0
01/20/23 00:49:57,3
01/20/23 00:50:57,0
01/20/23 00:51:57,0
01/20/23 00:52:57,12
01/20/23 00:53:57,17
01/20/23 00:54:57,13
01/20/23 00:55:57,8
01/20/23 00:56:57,8
01/20/23 00:57:57,0
01/20/23 00:58:57,-1
01/20/23 00:59:59,36
01/20/23 01:00:59,-41
01/20/23 01:01:59,-17
01/20/23 01:02:59,4
01/20/23 01:03:59,-13
01/20/23 01:04:59,0
01/20/23 01:05:59,5
01/20/23 01:06:59,0
01/20/23 01:07:59,-3
01/20/23 01:08:59,-21
01/20/23 01:09:59,-7
01/20/23 01:10:59,11
01/20/23 01:11:59,-1
01/20/23 01:12:59,28
01/20/23 01:13:59,30
01/20/23 01:14:59,-21
01/20/23 01:15:59,-18
01/20/23 01:16:59,0
01/20/23 01:17:59,-25
01/20/23 01:18:59,0
01/20/23 01:19:59,24
01/20/23 01:20:59,-30
01/20/23 01:21:59,-43
01/20/23 01:22:59,-13
01/20/23 01:23:59,7
01/20/23 01:24:59,-47
01/20/23 01:25:59,0
01/20/23 01:26:59,1
01/20/23 01:27:59,-18
01/20/23 01:28:59,0
01/20/23 01:29:59,0
01/20/23 01:30:59,17
01/20/23 01:31:59,23
01/20/23 01:32:59,3
01/20/23 01:33:59,-14
01/20/23 01:34:59,2
01/20/23 01:35:59,0
01/20/23 01:36:59,0
01/20/23 01:37:59,-16
01/20/23 01:38:59,8
01/20/23 01:39:59,8
01/20/23 01:40:59,-11
01/20/23 01:41:59,-30
01/20/23 01:42:59,-5
01/20/23 01:43:59,-43
01/20/23 01:44:59,-11
01/20/23 01:45:59,2
01/20/23 01:46:59,0
01/20/23 01:47:59,10
01/20/23 01:48:59,0
01/20/23 01:49:59,18
01/20/23 01:50:59,1
01/20/23 01:51:59,-4
01/20/23 01:52:59,-17
01/20/23 01:53:59,24
01/20/23 01:54:59,-2
01/20/23 01:55:59,15
01/20/23 01:56:59,7
01/20/23 01:57:59,0
01/20/23 01:58:59,-23
01/20/23 01:59:59,5
01/20/23 02:00:59,0
01/20/23 02:01:59,12
01/20/23 02:02:59,0
01/20/23 02:03:59,2
01/20/23 02:04:59,4
01/20/23 02:05:59,-9
01/20/23 02:06:59,30
01/20/23 02:07:59,-9
01/20/23 02:08:59,42
01/20/23 02:09:59,20
01/20/23 02:10:59,0
01/20/23 02:11:59,46
01/20/23 02:12:59,-21
01/20/23 02:13:59,0
01/20/23 02:14:59,8
01/20/23 02:15:59,4
01/20/23 02:16:59,-3
01/20/23 02:17:59,0
01/20/23 02:18:59,-20
01/20/23 02:19:59,-30
01/20/23 02:20:59,-13
01/20/23 02:21:59,-8
01/20/23 02:23:37,-1
01/20/23 02:24:37,6
01/20/23 02:25:37,-47
01/20/23 02:26:37,-13
01/20/23 02:27:37,-81
01/20/23 02:28:37,-73
01/20/23 02:29:37,1
01/20/23 02:30:38,-2
01/20/23 02:31:38,-24
01/20/23 02:32:38,7
01/20/23 02:33:38,-53
01/20/23 02:34:38,21
01/20/23 02:35:38,-6
01/20/23 02:36:38,-2
01/20/23 02:37:38,3
01/20/23 02:38:38,9
01/20/23 02:39:38,6
01/20/23 02:40:38,0
01/20/23 02:41:38,-34
01/20/23 02:42:38,5
01/20/23 02:43:38,-20
01/20/23 02:44:38,4
01/20/23 02:45:38,5
01/20/23 02:46:38,-8
01/20/23 02:47:40,0
01/20/23 02:48:40,0
01/20/23 02:49:40,54
01/20/23 02:50:40,-12
01/20/23 02:51:40,5
01/20/23 02:52:40,-21
01/20/23 02:53:40,0
