timestamp,Infrared to Red Signal Ratio
10/07/22 00:48:00,0
10/07/22 00:49:00,-4
10/07/22 00:50:00,6
10/07/22 00:51:00,-10
10/07/22 00:52:00,-8
10/07/22 00:53:00,-1
10/07/22 00:54:00,0
10/07/22 00:55:00,0
10/07/22 00:56:00,-6
10/07/22 00:57:00,-9
10/07/22 00:58:00,-3
10/07/22 00:59:00,-1
10/07/22 01:00:00,-19
10/07/22 01:01:00,-11
10/07/22 01:02:00,-23
10/07/22 01:03:00,0
10/07/22 01:04:00,-5
10/07/22 01:05:00,0
10/07/22 01:06:00,-17
10/07/22 01:07:00,-51
10/07/22 01:08:00,0
10/07/22 01:09:00,-1
10/07/22 01:10:00,-4
10/07/22 01:11:00,8
10/07/22 01:12:00,0
10/07/22 01:13:00,1
10/07/22 01:14:00,19
10/07/22 01:15:00,10
10/07/22 01:16:00,0
10/07/22 01:17:00,7
10/07/22 01:18:00,-5
10/07/22 01:19:00,-3
10/07/22 01:20:00,14
10/07/22 01:21:00,-12
10/07/22 01:22:00,7
10/07/22 01:23:00,0
10/07/22 01:24:21,-11
10/07/22 01:25:21,-33
10/07/22 01:26:21,-11
10/07/22 01:27:21,0
10/07/22 01:28:21,-39
10/07/22 01:29:21,-4
10/07/22 01:30:21,-75
10/07/22 01:31:21,-55
10/07/22 01:32:21,-14
10/07/22 01:33:21,-1
10/07/22 01:34:21,-39
10/07/22 01:35:21,-79
10/07/22 01:36:21,4
10/07/22 01:37:21,-27
10/07/22 01:38:21,0
10/07/22 01:39:21,-13
10/07/22 01:40:21,0
10/07/22 01:41:21,0
10/07/22 01:42:21,0
10/07/22 01:43:21,0
10/07/22 01:44:21,0
10/07/22 01:45:21,31
10/07/22 01:46:21,-11
10/07/22 01:47:21,-43
10/07/22 01:48:21,5
10/07/22 01:49:21,5
10/07/22 01:50:21,4
10/07/22 01:51:21,-46
10/07/22 01:52:21,4
10/07/22 01:53:21,-5
10/07/22 01:54:21,0
10/07/22 01:55:21,-1
10/07/22 01:56:21,17
10/07/22 01:57:21,0
10/07/22 01:58:21,0
10/07/22 01:59:21,-5
10/07/22 02:00:21,-18
10/07/22 02:01:21,-7
10/07/22 02:02:21,4
10/07/22 02:03:21,2
10/07/22 02:04:21,-21
10/07/22 02:05:21,12
10/07/22 02:06:21,0
10/07/22 02:07:21,-2
10/07/22 02:08:21,-21
10/07/22 02:09:21,-30
10/07/22 02:10:21,-2
10/07/22 02:11:21,-10
10/07/22 02:12:22,-5
10/07/22 02:13:22,0
10/07/22 02:14:22,-4
10/07/22 02:15:22,-13
10/07/22 02:16:22,0
10/07/22 02:17:22,-88
10/07/22 02:18:22,6
10/07/22 02:19:22,-11
10/07/22 02:20:22,0
10/07/22 02:21:22,2
10/07/22 02:22:22,-5
10/07/22 02:23:22,1
10/07/22 02:24:22,0
10/07/22 02:25:22,-5
10/07/22 02:26:22,4
10/07/22 02:27:22,-3
10/07/22 02:28:22,-31
10/07/22 02:29:22,0
10/07/22 02:30:22,0
10/07/22 02:31:22,-22
10/07/22 02:32:22,0
10/07/22 02:33:22,2
10/07/22 02:34:22,-2
10/07/22 02:35:22,-1
10/07/22 02:36:22,18
10/07/22 02:37:22,4
10/07/22 02:38:22,8
10/07/22 02:39:22,13
10/07/22 02:40:22,-7
10/07/22 02:41:22,4
10/07/22 02:42:22,30
10/07/22 02:43:22,0
10/07/22 02:44:22,-3
10/07/22 02:45:22,-3
10/07/22 02:46:22,-6
10/07/22 02:47:22,-21
10/07/22 02:48:22,-10
10/07/22 02:49:22,-13
10/07/22 02:50:22,0
10/07/22 02:51:22,-26
10/07/22 02:52:22,-23
10/07/22 02:53:22,11
10/07/22 02:54:22,-23
10/07/22 02:55:22,-30
10/07/22 02:56:22,-16
10/07/22 02:57:22,22
10/07/22 02:58:22,-28
10/07/22 02:59:22,-9
10/07/22 03:00:22,35
10/07/22 03:01:22,5
10/07/22 03:02:22,-42
10/07/22 03:03:22,-1
10/07/22 03:04:22,0
10/07/22 03:05:22,0
10/07/22 03:06:22,-46
10/07/22 03:07:22,-41
10/07/22 03:08:22,0
10/07/22 03:09:22,-34
10/07/22 03:10:22,0
10/07/22 03:11:22,-18
10/07/22 03:12:22,-13
10/07/22 03:13:22,-7
10/07/22 03:14:22,0
10/07/22 03:15:22,11
